"CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Telephone Number","Provider SSA County Code","County/Parish","Urban","Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties","Location","Latitude","Longitude","Geocoding Footnote","Processing Date"
"195492","Avalon Place","4385 OLD STERLINGTON ROAD","MONROE","LA","71203","3183222000","360","Ouachita","Y",For profit - Partnership,113,73.1,,Medicare and Medicaid,"N","AVALON PLACE, LP",2000-07-24,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,2,,2,,,,2.22415,1.04954,0.18929,1.23884,3.46298,3.00039,0.13055,0.01420,50.7,,,27,0,,1.26787,0.92127,2.16293,0.80199,0.62952,3.59444,3.15487,2.39791,1.13154,0.20408,3.73353,3.23480,2024-10-16,16,15,8,88,1,0,88,2023-10-11,11,7,4,80,1,0,80,86.000,2,12,,0,0.00,0,0,"4385 OLD STERLINGTON ROAD,MONROE,LA,71203",32.5763,-92.068,,2025-10-01
"195493","KINDER RETIREMENT AND REHABILITATION CENTER","13938 HWY 165","KINDER","LA","70648","3377385671","010","Allen","N",For profit - Limited Liability company,100,71.2,,Medicare and Medicaid,"N","KINDER RETIREMENT AND REHABILITATION CENTER, LLC",2000-08-11,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,3,,,,2.28173,0.86610,0.41960,1.28569,3.56743,3.03043,0.26301,0.05885,44.3,,,27,0,,1.25728,0.91358,2.14486,0.79530,0.62426,3.56442,3.12852,2.48072,0.94163,0.45619,3.87853,3.29470,2024-06-18,9,3,6,56,1,0,56,2023-05-24,8,4,4,420,1,0,420,147.000,2,22,,2,41179.00,0,2,"13938 HWY 165,KINDER,LA,70648",30.4963,-92.843,,2025-10-01
"195494","LANDMARK OF BATON ROUGE","9105 OXFORD PLACE DRIVE","BATON ROUGE","LA","70809","2252931003","160","E. Baton Rouge","Y",For profit - Corporation,144,119.6,,Medicare and Medicaid,"N","LANDMARK HERITAGE, LLC",2000-06-02,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,3,,3,,,,2.18549,1.20629,0.28487,1.49116,3.67665,3.13798,0.23439,0.02578,59.3,,30.0,,0,,1.16101,0.84363,1.98063,0.73440,0.57646,3.29149,2.88897,2.57310,1.42024,0.33539,4.32873,3.69452,2025-02-26,3,3,0,12,1,0,12,2024-01-23,10,4,6,52,1,0,52,22.000,0,19,,1,3250.00,0,1,"9105 OXFORD PLACE DRIVE,BATON ROUGE,LA,70809",30.419,-91.08,,2025-10-01
"195496","Roseview Nursing and Rehabilitation Center","3405 Mansfield Road","Shreveport","LA","71103","3182223100","080","Caddo","Y",For profit - Corporation,124,100.5,,Medicare and Medicaid,"N","ROSEVIEW NURSING AND REHABILITATION CENTER LLC",2000-09-15,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,Y,N,N,Resident,Yes,2,,2,,2,,3,,1,,2,,,,2.24857,0.94807,0.37037,1.31844,3.56701,2.90662,0.19761,0.05566,58.0,,53.8,,,26,1.21591,0.88352,2.07429,0.76913,0.60372,3.44714,3.02559,2.52784,1.06582,0.41637,4.01002,3.26761,2024-10-02,4,0,4,87,0,0,87,2023-10-25,4,3,1,36,1,0,36,74.250,3,6,,2,32243.00,0,2,"3405 Mansfield Road,Shreveport,LA,71103",32.4791,-93.773,,2025-10-01
"195497","Riverview Care Center","4820 Medical Drive","Bossier City","LA","71112","3187471857","070","Bossier","Y",For profit - Limited Liability company,135,107.8,,Medicare and Medicaid,"N","BOSSIER RIVERVIEW, LLC",2000-09-15,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,1,,3,,,,2.25475,1.17334,0.23758,1.41092,3.66567,3.01528,0.19366,0.02747,38.5,,16.7,,0,,1.33535,0.97031,2.27805,0.84468,0.66303,3.78575,3.32279,2.30806,1.20108,0.24320,3.75233,3.08657,2024-10-09,8,8,0,44,1,0,44,2023-09-13,9,6,3,72,1,0,72,51.000,0,10,,1,7901.00,0,1,"4820 Medical Drive,Bossier City,LA,71112",32.4628,-93.667,,2025-10-01
"195499","ST FRANCES NSG & REHAB CENTER","417 INDUSTRIAL DRIVE","OBERLIN","LA","70655","3376392934","010","Allen","N",For profit - Limited Liability company,100,73.6,,Medicare and Medicaid,"N","ST FRANCES PFU LLC",2000-10-01,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,Resident,Yes,2,,2,,3,,2,,3,,3,,,,2.75557,0.92262,0.19277,1.11539,3.87096,3.40381,0.18162,0.06544,38.6,,40.0,,2,,1.27369,0.92551,2.17286,0.80568,0.63241,3.61095,3.16936,2.95727,0.99015,0.20688,4.15430,3.65296,2025-04-30,14,11,3,104,1,0,104,2024-02-07,10,8,2,56,1,0,56,92.000,8,0,,3,38301.00,0,3,"417 INDUSTRIAL DRIVE,OBERLIN,LA,70655",30.6202,-92.761,22,2025-10-01
"195500","TIOGA COMMUNITY CARE CENTER","5201 SHREVEPORT HWY","PINEVILLE","LA","71360","3186403014","390","Rapides","Y",Non profit - Corporation,154,95.5,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2000-08-28,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,Y,N,N,Resident,Yes,3,,2,,5,,5,,,2,3,,,,2.57230,1.30841,0.28898,1.59739,4.16969,3.19502,0.14804,0.01060,60.2,,16.7,,0,,1.19477,0.86816,2.03822,0.75575,0.59322,3.38720,2.97298,2.94294,1.49694,0.33062,4.77050,3.65539,2025-07-23,9,5,4,64,0,0,64,2024-05-22,7,2,5,36,1,0,36,57.000,4,25,,1,113886.00,0,1,"5201 SHREVEPORT HWY,PINEVILLE,LA,71360",31.3933,-92.437,,2025-10-01
"195501","Harvest Manor Healthcare and Rehabilitation Center","839 NORTH RANGE AVENUE","DENHAM SPRINGS","LA","70726","2256658946","310","Livingston","Y",For profit - Limited Liability company,171,165.3,,Medicare and Medicaid,"N","PLANTATION MANAGEMENT COMPANY, LLC",2000-10-13,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,SFF Candidate,Y,N,N,Resident,Yes,1,,1,,1,,2,,1,,1,,,,2.20986,1.01595,0.14844,1.16439,3.37426,2.87803,0.06017,0.00000,,26,,26,,26,1.29617,0.94184,2.21121,0.81990,0.64357,3.67468,3.22530,2.33049,1.07141,0.15654,3.55844,3.03512,2024-07-25,11,4,8,531,1,0,531,2023-06-22,7,6,1,28,1,0,28,405.250,5,23,0,1,14901.00,0,1,"839 NORTH RANGE AVENUE,DENHAM SPRINGS,LA,70726",30.494,-90.956,,2025-10-01
"195502","RIVER OAKS RETIREMENT MANOR","2500 E. SIMCOE STREET","LAFAYETTE","LA","70501","3372337115","270","Lafayette","Y",For profit - Partnership,100,75.5,,Medicare and Medicaid,"N","OAKWOOD OF ACADIANA, LLC",1999-09-27,,,,,,,,N,,N,N,N,None,Yes,2,,2,,2,,2,,2,,3,,,,2.98987,1.20249,0.20745,1.40994,4.39981,3.81308,0.11184,0.02686,63.3,,,27,0,,1.29318,0.93967,2.20610,0.81800,0.64209,3.66619,3.21785,3.16037,1.27107,0.21928,4.65071,4.03052,2024-09-18,4,4,0,28,1,0,28,2023-08-22,17,9,10,325,1,0,325,102.250,1,7,,2,99451.00,1,3,"2500 E. SIMCOE STREET,LAFAYETTE,LA,70501",30.224,-91.992,,2025-10-01
"195504","PLANTATION OAKS NURSING & REHABILITATION CENTER","110 MAPLE STREET","WISNER","LA","71378","3187247493","200","Franklin","N",For profit - Individual,76,54.7,,Medicare and Medicaid,"N","PLANTATION OAKS NURSING & REHABILITATION CENTER LLC",2000-10-12,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,N,N,N,Resident,Yes,2,,2,,4,,3,,4,,3,,,,2.23946,1.25376,0.28677,1.54053,3.77999,3.19951,0.23107,0.01373,32.1,,,27,0,,1.38860,1.00900,2.36888,0.87836,0.68946,3.93670,3.45528,2.20450,1.23419,0.28230,3.72099,3.14957,2024-09-16,11,11,0,88,1,0,88,2023-10-04,5,2,3,166,1,0,166,107.500,3,0,0,1,128001.00,0,1,"110 MAPLE STREET,WISNER,LA,71378",31.9753,-91.656,,2025-10-01
"195505","Mid City Community Nursing and Rehab","4005 NORTH BLVD","BATON ROUGE","LA","70806","2259237280","160","E. Baton Rouge","Y",For profit - Corporation,184,104.6,,Medicare and Medicaid,"N","4005 BR SNF, LLC",2000-10-31,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,2,,4,,1,,3,,,,1.98643,1.00532,0.19295,1.19827,3.18470,2.69030,0.16365,0.02272,48.5,,,27,0,,1.04520,0.75947,1.78305,0.66114,0.51896,2.96315,2.60079,2.59788,1.31477,0.25235,4.16500,3.51842,2025-03-19,10,4,6,111,1,0,111,2024-04-18,12,9,3,293,1,0,293,156.500,1,14,,3,82349.00,2,5,"4005 NORTH BLVD,BATON ROUGE,LA,70806",30.4484,-91.148,,2025-10-01
"195507","HERITAGE MANOR OF VILLE PLATTE","2020 W. MAIN STREET","VILLE PLATTE","LA","70586","3373635532","190","Evangeline","N",For profit - Limited Liability company,124,116.3,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF VILLE PLATTE, LLC",2000-11-16,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,2,,3,,1,,2,,1,,3,,,,2.64284,1.04769,0.33129,1.37898,4.02183,3.14645,0.07879,0.01819,37.2,,20.0,,0,,1.40365,1.01993,2.39455,0.88788,0.69693,3.97937,3.49273,2.57370,1.02028,0.32263,3.91661,3.06414,2024-10-30,10,6,4,48,1,0,48,2023-10-11,9,5,4,60,1,0,60,51.000,3,10,0,1,11022.00,0,1,"2020 W. MAIN STREET,VILLE PLATTE,LA,70586",30.6976,-92.305,,2025-10-01
"195509","OUR LADY OF WISDOM COMMUNITY CARE CENTER","5600 GENERAL DEGAULLE DR","NEW ORLEANS","LA","70131","5043945991","350","Orleans","Y",Non profit - Corporation,138,130.5,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2000-11-17,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,1,,1,,1,,2,,1,,2,,,,2.22265,1.45878,0.22188,1.68066,3.90331,3.26757,0.12853,0.04086,59.6,,81.8,,1,,1.24596,0.90536,2.12555,0.78814,0.61864,3.53233,3.10036,2.43843,1.60040,0.24342,4.28226,3.58480,2024-06-27,8,3,5,36,1,0,36,2023-06-06,12,11,1,519,1,0,519,156.750,0,13,,1,33501.00,0,1,"5600 GENERAL DEGAULLE DR,NEW ORLEANS,LA,70131",29.9093,-89.996,,2025-10-01
"195512","Pines Retirement Center of Baton Rouge","14686 OLD HAMMOND HWY.","BATON ROUGE","LA","70816","2252729339","160","E. Baton Rouge","Y",For profit - Limited Liability company,85,57.4,,Medicare and Medicaid,"N","LA OLD HAMMOND HWY, LLC",2000-12-15,,,,,,,,N,SFF Candidate,Y,N,N,Both,Yes,1,,1,,1,,1,,1,,3,,,,2.59936,1.22749,0.27578,1.50327,4.10264,3.61870,0.22063,0.12734,69.5,,,27,0,,1.22847,0.89265,2.09572,0.77707,0.60996,3.48275,3.05684,2.89231,1.36583,0.30686,4.56501,4.02653,2024-10-10,18,14,14,538,1,0,538,2023-09-20,45,7,40,308,1,0,308,480.500,5,126,1,1,174517.00,0,1,"14686 OLD HAMMOND HWY.,BATON ROUGE,LA,70816",30.4526,-91.023,,2025-10-01
"195513","THE BRADFORD SKILLED NURSING AND REHABILITATION","3050 BAIRD ROAD","SHREVEPORT","LA","71118","3186881010","080","Caddo","Y",For profit - Limited Liability company,146,97.9,,Medicare and Medicaid,"N","PMG OPCO-BRADFORD LLC",2001-01-12,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,2,,2,,,,2.10096,0.99777,0.24841,1.24619,3.34714,2.97272,0.20607,0.07952,50.6,,42.9,,0,,1.31087,0.95252,2.23629,0.82919,0.65087,3.71635,3.26188,2.19079,1.04044,0.25904,3.49026,3.09983,2025-09-24,10,5,5,64,0,0,64,2024-08-22,16,5,11,100,1,0,100,73.000,1,89,,0,0.00,0,0,"3050 BAIRD ROAD,SHREVEPORT,LA,71118",32.402,-93.793,,2025-10-01
"195515","SHREVEPORT MANOR SKILLED NURSING & REHABILITATION","3302 MANSFIELD ROAD","SHREVEPORT","LA","71103","3182229482","080","Caddo","Y",For profit - Limited Liability company,127,66.6,,Medicare and Medicaid,"N","PMG OPCO-SHREVEPORT LLC",2001-01-30,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,2,,3,,2,,3,,1,,1,,,,2.07680,1.31147,0.13852,1.44999,3.52678,3.05503,0.14113,0.05558,54.3,,,27,0,,1.46300,1.06306,2.49581,0.92542,0.72641,4.14764,3.64042,1.94041,1.22534,0.12942,3.29517,2.85440,2024-07-30,11,8,3,64,1,0,64,2023-08-30,4,0,4,16,0,0,16,52.000,2,14,,1,10567.00,0,1,"3302 MANSFIELD ROAD,SHREVEPORT,LA,71103",32.48,-93.773,,2025-10-01
"195516","Camelot Leisure Living","6818 HIGHWAY 84 WEST","FERRIDAY","LA","71334","3187577557","140","Concordia","N",For profit - Limited Liability company,91,66.1,,Medicare and Medicaid,"N","CONCORDIA NURSING HOME INC",2001-03-15,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,1,,1,,1,,1,,2,,2,,,,2.46748,1.05464,0.27478,1.32943,3.79691,3.47104,0.21121,0.01053,46.8,,,27,2,,1.25792,0.91404,2.14595,0.79570,0.62458,3.56622,3.13010,2.68131,1.14604,0.29860,4.12594,3.77184,2025-02-20,22,16,6,400,1,0,400,2024-01-10,10,6,4,68,1,0,68,317.000,1,17,,2,78891.00,1,3,"6818 HIGHWAY 84 WEST,FERRIDAY,LA,71334",31.627,-91.575,,2025-10-01
"195518","HERITAGE NURSING CENTER","1745 BAILEY AVENUE","HAYNESVILLE","LA","71038","3186241166","130","Claiborne","N",For profit - Corporation,82,32.1,,Medicare and Medicaid,"N","TRI-STATE HEALTH SERVICES OF CENLA, LLC",2001-03-22,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,,2,4,,,,1.96408,1.03900,0.66490,1.70390,3.66798,3.13836,0.36765,0.01433,26.8,,20.0,,1,,1.19060,0.86513,2.03111,0.75312,0.59115,3.37537,2.96260,2.25495,1.19288,0.76337,4.21120,3.60314,2025-03-26,5,5,1,36,1,0,36,2024-02-28,3,3,0,24,1,0,24,33.000,0,8,,0,0.00,0,0,"1745 BAILEY AVENUE,HAYNESVILLE,LA,71038",32.9563,-93.138,,2025-10-01
"195519","SOUTHERN HILLS HEALTHCARE AND REHABILITATION","9105 BAIRD ROAD","SHREVEPORT","LA","71118","3186886691","080","Caddo","Y",For profit - Corporation,101,73.9,,Medicare and Medicaid,"N","SOUTHERN HILLS LLC",2001-03-22,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,SFF Candidate,Y,N,N,Resident,Yes,1,,1,,1,,1,,2,,3,,,,2.67343,1.07937,0.15892,1.23829,3.91172,3.51609,0.12756,0.01286,41.4,,,27,0,,1.19621,0.86920,2.04067,0.75666,0.59394,3.39127,2.97655,3.05497,1.23342,0.18160,4.46998,4.01789,2025-02-07,13,12,1,576,1,0,576,2024-01-24,5,2,3,28,1,0,28,439.000,1,19,,2,70924.00,0,2,"9105 BAIRD ROAD,SHREVEPORT,LA,71118",32.4035,-93.794,,2025-10-01
"195520","PRINCETON PLACE-RUSTON","1405 WHITE STREET","RUSTON","LA","71270","3182554400","300","Lincoln","N",For profit - Partnership,123,68.6,,Medicare and Medicaid,"N","PRINCETON PLACE - RUSTON, LP",2001-07-01,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,5,,5,,4,,1,,5,,2,,,,2.49515,0.87112,0.25176,1.12289,3.61804,2.97418,0.17580,0.05183,56.8,,,27,0,,1.27442,0.92603,2.17410,0.80613,0.63277,3.61300,3.17116,2.67627,0.93436,0.27004,3.88066,3.19006,2024-08-28,0,0,0,0,0,0,0,2023-09-27,5,2,3,24,1,0,24,6.000,0,9,,0,0.00,0,0,"1405 WHITE STREET,RUSTON,LA,71270",32.5142,-92.635,,2025-10-01
"195524","Golden Age Healthcare and Rehabilitation Center","27090 HWY 16","DENHAM SPRINGS","LA","70726","2256655544","310","Livingston","Y",For profit - Limited Liability company,175,171.3,,Medicare and Medicaid,"N","PLANTATION MANAGEMENT COMPANY, LLC",2001-06-27,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,Y,N,N,Resident,Yes,1,,2,,2,,1,,2,,1,,,,2.03863,1.30775,0.10717,1.41492,3.45356,2.88572,0.09026,0.00000,52.6,,,27,2,,1.34581,0.97791,2.29588,0.85129,0.66822,3.81539,3.34880,2.07062,1.32827,0.10885,3.50775,2.93101,2025-02-19,11,6,7,60,1,0,60,2024-03-06,10,7,5,56,1,0,56,59.000,3,26,,2,22125.00,0,2,"27090 HWY 16,DENHAM SPRINGS,LA,70726",30.6562,-90.899,,2025-10-01
"195526","Heritage Healthcare of Hammond","1300 DEREK DRIVE","HAMMOND","LA","70403","9853457210","520","Tangipahoa","Y",For profit - Limited Liability company,108,76.5,,Medicare and Medicaid,"N","PLANTATION MANAGEMENT COMPANY, LLC",2001-08-20,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,1,,,,1.94275,1.39813,0.15423,1.55237,3.49512,2.99468,0.20028,0.00000,39.2,,,27,0,,1.55373,1.12899,2.65058,0.98281,0.77145,4.40485,3.86618,1.70918,1.23004,0.13569,3.07491,2.63463,2025-05-21,17,12,5,80,1,0,80,2024-06-07,10,9,2,60,1,0,60,75.000,1,11,,1,13715.00,0,1,"1300 DEREK DRIVE,HAMMOND,LA,70403",30.4872,-90.485,,2025-10-01
"195527","THE CARE CENTER OF DEQUINCY","602 NORTH DIVISION","DEQUINCY","LA","70633","3377862466","090","Calcasieu","Y",For profit - Limited Liability company,80,60.5,,Medicare and Medicaid,"N","ST MICHAEL PFU LLC",2001-08-09,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,Y,N,N,Resident,Yes,1,,2,,1,,1,,,2,3,,,,2.88856,1.02902,0.14981,1.17883,4.06739,3.62625,0.15880,0.01698,46.7,,,27,1,,1.24439,0.90421,2.12287,0.78714,0.61786,3.52787,3.09644,3.17300,1.13035,0.16456,4.46791,3.98333,2025-01-29,10,10,0,84,1,0,84,2024-01-24,10,5,5,68,1,0,68,80.000,2,9,0,2,205656.00,0,2,"602 NORTH DIVISION,DEQUINCY,LA,70633",30.4556,-93.436,,2025-10-01
"195528","RIDGECREST COMMUNITY CARE CENTER","1616 WELLERMAN ROAD","WEST MONROE","LA","71291","3183872577","360","Ouachita","Y",Non profit - Corporation,112,101.0,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2001-10-01,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,,,2.69273,1.06167,0.41633,1.47800,4.17073,3.38081,0.20607,0.06246,40.0,,12.5,,0,,1.22187,0.88785,2.08446,0.77290,0.60668,3.46404,3.04042,3.01239,1.18770,0.46576,4.66585,3.78215,2025-04-02,5,5,0,28,1,0,28,2024-03-20,8,4,4,36,1,0,36,30.000,2,9,0,0,0.00,0,0,"1616 WELLERMAN ROAD,WEST MONROE,LA,71291",32.5244,-92.165,,2025-10-01
"195529","THE OAKS CARE CENTER","50 PINECREST DRIVE","PINEVILLE","LA","71360","3186409656","390","Rapides","Y",For profit - Corporation,136,107.5,,Medicare and Medicaid,"N","PLANTATION MANAGEMENT COMPANY, LLC",2001-08-30,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,2,,4,,1,,2,,1,,1,,,,1.79200,1.12778,0.13211,1.25989,3.05190,2.80254,0.09771,0.00000,53.1,,,27,0,,1.34254,0.97553,2.29031,0.84923,0.66659,3.80613,3.34068,1.82455,1.14827,0.13451,3.10733,2.85344,2024-09-18,3,3,0,24,1,0,24,2023-08-24,11,7,4,60,1,0,60,33.000,1,9,,0,0.00,0,0,"50 PINECREST DRIVE,PINEVILLE,LA,71360",31.3632,-92.41,,2025-10-01
"195530","DELTA GRANDE SKILLED NURSING AND REHABILITATION","3001 SOUTH GRANDE STREET","MONROE","LA","71202","3183223100","360","Ouachita","Y",For profit - Partnership,74,66.6,,Medicare and Medicaid,"N","SOUTHERN ACRES CARE CENTER, LP",2001-09-18,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,,2,2,,,,2.37279,1.02850,0.12135,1.14986,3.52265,2.90526,0.11940,0.00778,43.3,,,27,0,,1.35641,0.98561,2.31398,0.85800,0.67348,3.84546,3.37519,2.39118,1.03648,0.12229,3.54995,2.92777,2025-02-19,9,7,2,60,1,0,60,2024-03-27,5,5,0,32,1,0,32,53.000,0,6,,0,0.00,0,0,"3001 SOUTH GRANDE STREET,MONROE,LA,71202",32.482,-92.08,22,2025-10-01
"195531","OUACHITA HEALTHCARE AND REHABILITATION CENTER","7950 MILLHAVEN ROAD","MONROE","LA","71203","3187371117","360","Ouachita","Y",For profit - Corporation,167,158.7,,Medicare and Medicaid,"N","RIVERSIDE NURSING HOME, LLC",2001-09-26,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,1,,3,,1,,2,,1,,1,,,,2.03176,1.11023,0.15751,1.26774,3.29950,2.83898,0.05968,0.00000,42.5,,60.0,,0,,1.43893,1.04557,2.45475,0.91020,0.71445,4.07940,3.58053,1.93009,1.05467,0.14963,3.13438,2.69691,2025-03-11,11,11,1,76,1,0,76,2024-04-17,11,8,5,60,1,0,60,72.000,3,19,,1,31844.00,1,2,"7950 MILLHAVEN ROAD,MONROE,LA,71203",32.4978,-92.027,,2025-10-01
"195532","TOWN & COUNTRY HEALTH & REHAB","614 WESTON STREET","MINDEN","LA","71055","3183775148","590","Webster","N",For profit - Limited Liability company,124,99.4,,Medicare and Medicaid,"N","MINDEN COMMUNITY CARE CENTER LLC",2001-10-04,,,,,,,,N,,N,N,N,Both,Yes,1,,1,,1,,1,,2,,3,,,,2.32613,1.00630,0.33927,1.34557,3.67171,3.10552,0.19145,0.01310,25.3,,,27,1,,1.20225,0.87359,2.05097,0.76048,0.59694,3.40839,2.99158,2.64476,1.14414,0.38574,4.17464,3.53091,2025-05-22,10,10,2,377,1,0,377,2024-04-03,4,2,2,40,1,0,40,292.750,0,13,,2,487706.00,1,3,"614 WESTON STREET,MINDEN,LA,71055",32.6148,-93.306,,2025-10-01
"195533","Village Health Care at The Glen","403 E. FLOURNOY LUCAS","SHREVEPORT","LA","71115","3182133500","080","Caddo","Y",Non profit - Corporation,126,92.8,,Medicare and Medicaid,"N","THE GLEN RETIREMENT SYSTEM",2001-10-08,,,,,,,,Y,,N,N,N,Resident,Yes,3,,3,,2,,2,,2,,4,,,,3.22944,1.19425,0.21909,1.41335,4.64278,4.30615,0.12011,0.04779,46.2,,0.0,,0,,1.30921,0.95131,2.23345,0.82814,0.65004,3.71163,3.25774,3.37181,1.24690,0.22875,4.84746,4.49598,2025-05-15,9,8,1,64,1,0,64,2024-04-11,9,3,6,60,1,0,60,63.000,11,4,,0,0.00,0,0,"403 E. FLOURNOY LUCAS,SHREVEPORT,LA,71115",32.3972,-93.723,,2025-10-01
