Facility Type,OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Phone,Admin Name,Admin Phone,Facility Email,Fac. Cont. Email,License,Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Care,Alzheimer Unit,NH Beds,Institutional NH Beds,Number of Licensed Beds,Medical Detox Beds,RTP Beds (PSAD),Social Detox Beds,x,y
Adult Day Care Facilities,12810,LAKE CITY COMMUNITY CARE CENTER,817 W MAIN ST,LAKE CITY,SC,29560-4401,843-374-2198,"MYERS, ALEXANDRA",843-374-2198,LAKECITY3C@OUTLOOK.COM,LAKECITY3C@OUTLOOK.COM,ADC-0467,03/31/2026,Florence / Corporation,,,,,MELVA'S DAYCARE INC,,,,,,,,,612921.768,3749850.01
Adult Day Care Facilities,12841,NEW HOPE ADULT DAY SERVICES,1214 NEW HOPE RD,ANDERSON,SC,29625-5460,864-328-3111,"SIMS, LARRY V., JR.",864-245-8864,L.SIMS13@YAHOO.COM,L.SIMS13@YAHOO.COM,ADC-0474,09/30/2026,Anderson /,,,,,NEW HOPE ADULT DAY SERVICES LLC,,,,,,,,,339744.06,3820076.327
Adult Day Care Facilities,12874,ALL ABOUT OUR SENIORS,1306 W POINSETT ST,GREER,SC,29650,864-469-7192,"DENHAM, ERICA",000-000-0000,ALLABOUTOURSENIORSDAYCENTER@GMAIL.COM,,ADC-0477,05/31/2026,Greenville / Limited Liability,,,,,ALL ABOUT OUR SENIORS LLC,,,,,,,,,385746.821,3867411.742
Adult Day Care Facilities,12987,A REMEDY ADULT DAY CENTER,450 PARTNERS LN,ROEBUCK,SC,29376,864-308-8446,"CHALK, MIRANDA",864-308-8446,MIRANDA@REMEDYHOMECARESC.COM,MIRANDA@REMEDYHOMECARESC.COM,ADC-0481,08/31/2026,Spartanburg / Limited Liability,,,,,A REMEDY ADULT DAY CENTER LLC,,,,,,,,,411657.249,3860735.136
Adult Day Care Facilities,12989,SUNRISE COMMUNITY OF SOUTH CAROLINA ADULT DAY HEALTH CARE,1583 SAVANNAH HWY,CHARLESTON,SC,29407,843-327-2072,"TISSOT, JENNIFER",843-327-2072,JTISSOT@SUNRISEGROUP.ORG,JTISSOT@SUNRISEGROUP.ORG,ADC-0483,01/31/2026,Charleston / Corporation,,,,,SUNRISE COMMUNITY OF SOUTH CAROLINA INC,,,,,,,,,592741.847,3627832.878
Adult Day Care Facilities,13139,NOLAN ADULT DAY CARE,30 ORCHARD PARK DR UNIT 14,GREENVILLE,SC,29615,864-263-7945,PH#:,,NOLANHOMECARE@YAHOO.COM,,ADC-0487,11/30/2026,Greenville / Corporation,,,,,NOLAN ADULT DAY CARE INC,,,,,,,,,378019.877,3857829.784
Adult Day Care Facilities,13164,NORA S CARING COMPANIONS ADULT DAY CARE CENTER,460 HWY 9 W,BENNETTSVILLE,SC,29512-3111,843-544-3511,"JENKINS, NORA L.",843-679-7089,NORASCARINGCOMPANIONS@GMAIL.COM,8436797089@CHARTER.NET,ADC-0490,12/31/2026,Marlboro /,,,,,NORA'S CARING COMPANIONS ADULT DAY CARE CENTER LLC,,,,,,,,,618585.522,3834346.098
Adult Day Care Facilities,13170,ELITE DAY CENTER OF LORIS,3701 MAIN ST,LORIS,SC,29569-2901,843-716-2425,"HORVATH, TRACY",843-716-2425,ANDREW.MARTIN@ELITEHOMECARESC.COM,DONNAVCOLON@ICLOUD.COM,ADC-0492,01/31/2026,Horry /,,,,,ELITE HOMECARE LLC,,,,,,,,,694409.549,3770576.139
Adult Day Care Facilities,13171,ELITE DAY CENTER OF CONWAY,3320 4TH AVE STE G,CONWAY,SC,29527,843-488-2273,"JOHNSON, KAREN",843-488-2273,DONNAVCOLON@ICLOUD.COM,,ADC-0493,01/31/2026,Horry /,,,,,ELITE HOMECARE LLC,,,,,,,,,677795.922,3743380.655
Adult Day Care Facilities,13185,ELITE DAY CENTER OF GEORGETOWN,2902 HIGHMARKET ST,GEORGETOWN,SC,29440,864-869-8730,PH#:,,ANDREW.MARTIN@ELITEHOMECARESC.COM,,ADC-0494,06/30/2026,Georgetown / Limited Liability,,,,,ELITE HOMECARE LLC,,,,,,,,,657110.126,3695338.486
Adult Day Care Facilities,13226,ACTIVE DAY OF FLORENCE,2111 W JODY RD,FLORENCE,SC,29501-2031,843-629-0103,"JOHNSON, JULIA",843-629-0103,JJOHNSON@ACTIVEDAY.COM,,ADC-0500,04/30/2026,Florence / Corporation,,,,,ACTIVE SC ONE INC,,,,,,,,,609975.628,3784739.259
Adult Day Care Facilities,13231,ELITE DAY CENTER OF GREENWOOD,615 S MAIN ST,GREENWOOD,SC,29646,864-938-6600,"BOLDING, JENNIFER",864-938-6600,ANDREW.MARTIN@ELITEHOMECARESC.COM,JBOLDING@UPTOWNSENIOR.COM,ADC-0484,05/31/2026,Greenwood / Limited Liability,,,,,ELITE HOMECARE LLC,,,,,,,,,393164.4,3783545.17
Adult Day Care Facilities,13276,TUCKERS ADULT HEALTH DAY CARE,112 CARN ST,WALTERBORO,SC,29488-3923,843-542-5186,PH#:,,TUCKERSADULTDAYCARE@GMAIL.COM,,ADC-0504,11/30/2026,Colleton / Ltd. Liability,,,,,OLANIYAN LLC,,,,,,,,,531200.373,3640297.687
Adult Day Care Facilities,13289,ELITE DAY CENTER OF COLUMBIA,1325 GARNER LN,COLUMBIA,SC,29210,803-233-4697,PH#:,,ADMINISTRATOR.COLUMBIA@ELITEHOMECARESC.,,ADC-0505,07/31/2026,Richland /,,,,,ELITE HOMECARE LLC,,,,,,,,,491721.294,3766633.785
Adult Day Care Facilities,13291,ACTIVE DAY OF CAYCE,1111 STATE ST,WEST COLUMBIA,SC,29033,803-796-5192,"ROBERSON, CAROL",803-796-5192,SCADMIN@ACTIVEDAY.COM,,ADC-0506,10/31/2026,Lexington / Corporation,,,,,ACTIVE SC ONE INC,,,,,,,,,494877.554,3760356.13
Adult Day Care Facilities,13293,HOPEBRIDGE OAKS OF ACTIVE DAY,3532 LEAPHART RD,WEST COLUMBIA,SC,29169,803-791-3256,"CHAVIS, ANGELA",803-791-3256,SCADMIN@ACTIVEDAY.COM,ANGIE@HOPEBRIDGEATTHEOAKS.COM,ADC-0507,10/31/2026,Lexington / Corporation,,,,,ACTIVE SC ONE INC,,,,,,,,,487647.784,3762591.996
Adult Day Care Facilities,13301,HOPEBRIDGE HOLLIES OF ACTIVE DAY,2708 HEBRON DR,WEST COLUMBIA,SC,29169-3012,803-791-3255,"GREEN, CARLIE",803-791-3256,SCADMIN@ACTIVEDAY.COM,,ADC-0508,10/31/2026,Lexington / Corporation,,,,,ACTIVE SC ONE INC,,,,,,,,,488447.675,3762727.813
Adult Day Care Facilities,13336,ELITE DAY CENTER OF FLORENCE,2120 ENTERPRISE DR,FLORENCE,SC,29501-1104,843-278-9117,"WHITE, CARLA",864-641-7834,CARLA.WHITE@ELITEHOMECARESC.COM,,ADC-0509,01/31/2027,Florence / Limited Liability,,,,,ELITE HOME CARE LLC,,,,,,,,,610510.397,3789363.597
Adult Day Care Facilities,13339,ELITE DAY CENTER OF DARLINGTON,212 ASBURY ST,DARLINGTON,SC,29532-1826,864-869-8730,"BURGESS, MARY",843-389-2050,ADMINISTRATOR.DARLINGTON@ELITEHOMECARESC,,ADC-0510,06/30/2026,Darlington / Limited Liability,,,,,ELITE HOMECARE LLC,,,,,,,,,602326.687,3797745.231
Adult Day Care Facilities,13347,ORANGEBURG SENIOR HELPING CENTER A PACE HEALTHCARE PROGRAM,153 FOUNDERS CT,ORANGEBURG,SC,29118-2087,803-534-1212,PH#:,,ALLIE.KORNEGAY@ORANGEBURGSHCPACE.COM,,ADC-0511,03/31/2026,Orangeburg /,,,,,ORANGEBURG SENIOR HELPING CENTER A PACE HEALTHCARE PROGRAM LLC,,,,,,,,,513092.985,3709629.395
Adult Day Care Facilities,13560,ACTIVE DAY OF MARION,300 SUPPLY RD,MARION,SC,29571,843-423-6488,"EASON, STACIE",843-423-6488,MARIONSC@ACTIVEDAY.COM,,ADC-0499,04/30/2026,Marion / Corporation,,,,,ACTIVE SC ONE INC,,,,,,,,,648506.496,3783426.852
Adult Day Care Facilities,13637,KERSHAW COUNTY ADULT DAY CARE CENTER,2204 N BROAD ST,CAMDEN,SC,29020-2443,803-425-9040,PH#:,,RACHUDSON@BELLSOUTH.NET,,ADC-0515,08/31/2026,Kershaw / Corporation,,,,,KERSHAW COUNTY ADULT DAY CARE CENTER INC,,,,,,,,,535956.843,3792253.828
Adult Day Care Facilities,13747,ELITE DAY CENTER OF ANDERSON,2839 S MAIN ST,ANDERSON,SC,29624,864-869-8730,"STANTON, NIKKI",864-869-8730,CARLA.WHITE@ELITEHOMECARESC.COM,,ADC-0520,02/28/2026,Anderson / Limited Liability,,,,,ELITE HOMECARE LLC,,,,,,,,,348555.347,3816196.235
Adult Day Care Facilities,13786,BOLDAGE PACE,2801 ASHLEY PHOSPHATE RD,NORTH CHARLESTON,SC,29418,854-768-0800,"RUNYON, BOBBI",712-355-4632,BRUNYON@BOLDAGEPACE.COM,BRUNYON@BOLDAGEHEALTH.COM,ADC-0495,02/28/2026,Charleston / Limited Liability Company (single member),,,,,BEACON OF LIFE SC LLC,,,,,,,,,588358.966,3644199.796
Adult Day Care Facilities,14142,AMELIA STREET ADULT DAYCARE,1591 AMELIA ST,ORANGEBURG,SC,29115-6076,803-737-7606,"LAWRENCE, LEONARD",803-378-0654,,,ADC-0435,09/30/2026,Orangeburg / Limited Liability,,,,,AMELIA STREET ADULT DAYCARE LLC,,,,,,,,,513060.526,3706158.218
Adult Day Care Facilities,14224,RISE & SHINE ADULT DAY CARE,302 PEARMAN DAIRY RD STE 9A,ANDERSON,SC,29625,864-642-9533,"HUNT, HARRIETT R.",864-318-0259,RISESHINEADC@GMAIL.COM,,ADC-0461,10/31/2026,Anderson / Limited Liability,,,,,RISE & SHINE ADULT DAY CARE LLC,,,,,,,,,345363.948,3819457.676
Adult Day Care Facilities,14228,ADULT ENRICHMENT CENTERS NORTH FORT MILL,601 SPRINGCREST DR,FORT MILL,SC,29715,803-396-5336,"THOMASSON, AMBER",803-327-1021,AMBERT@AECENTERS.ORG,,ADC-0521,10/31/2026,York / Corporation,,,,,ADULT ENRICHMENT CENTERS INC,,,,,,,,,503482.537,3875413.267
Adult Day Care Facilities,14229,TOWN SQUARE FORT MILL,368 FORT MILL PKWY STE 106,FORT MILL,SC,29715,803-591-9898,"PISCATELLI, MICHELLE",803-591-9898,MPISCATELLI@TOWNSQUARE.NET,,ADC-0519,10/31/2026,York / Corporation,,,,,INNOVATIVE ADULT DAY CENTERS OF THE CAROLINAS INC,,,,,,,,,503509.833,3872273.106
Adult Day Care Facilities,14339,ELITE DAY CENTER OF AIKEN,905 E PINE LOG RD,AIKEN,SC,29803,864-869-8730,"VUGRICH, SARAH",864-869-8730,ADMINISTRATOR.AIKEN@ELITEHOMECARESC.COM,,ADC-0525,01/31/2026,Aiken / Limited Liability,,,,,ELITE HOME CARE LLC,,,,,,,,,435343.231,3710696.907
Adult Day Care Facilities,14721,ADULT DAY ACTIVITIES SAMARITANS,509 S LEWIS ST,PICKENS,SC,29671-0000,864-351-3851,"BAUGHER, KATHERINE",864-842-2327,LGRAY@SAMARITANSCARE.COM,,ADC-0472,04/30/2026,Pickens /,,,,,ADULT DAY ACTIVITIES SAMARITANS LLC,,,,,,,,,344348.156,3861002.513
Adult Day Care Facilities,14723,ACTIVE DAY OF LANCASTER,403 W MEETING ST,LANCASTER,SC,29720-2321,803-416-8000,"GOLDSMITH, PATRICK",803-246-1578,SCADMIN@ACTIVEDAY.COM,,ADC-0540,01/31/2026,Lancaster / Corporation,,,,,ACTIVE SC ONE INC,,,,,,,,,520550.607,3841913.298
Adult Day Care Facilities,14792,NY'S ADULT DAYCARE,21 GARDEN AVE,GEORGETOWN,SC,29440,843-461-4134,"BROWN, NYAIZHA",843-461-4134,GRAHAMCOLLINSADC@GMAIL.COM,,ADC-0458,06/30/2026,Georgetown / Limited Liability,,,,,NY'S ADULT DAYCARE LLC,,,,,,,,,659256.348,3697781.339
Adult Day Care Facilities,14849,ELITE DAY CENTER OF ROCK HILL,359 PARK AVE,ROCK HILL,SC,29730,864-869-8730,"GARCIA, DANEA",864-869-8730,ADMINISTRATOR.ROCKHILL@ELITEHOMECARESC,,ADC-0534,06/30/2026,York / Limited Liability,,,,,ELITE HOMECARE LLC,,,,,,,,,497383.523,3865750.593
Adult Day Care Facilities,14858,ELITE DAY CENTER OF CHARLESTON,7445 CROSS COUNTY RD,NORTH CHARLESTON,SC,29418,864-869-8730,"DIMARTINO, TAMMY",864-869-8730,ADMINISTRATOR.CHARLESTON@ELITEHOMECARESC,,ADC-0529,06/30/2026,Charleston / Limited Liability,,,,,ELITE HOMECARE LLC,,,,,,,,,586731.404,3643713.262
Community Residential Care Facilities,10783,BISHOP GADSDEN EPISCOPAL RETIREMENT COMMUNITY,1 BISHOP GADSDEN WAY,CHARLESTON,SC,29412-3506,843-762-3300,"COOK, JONNA",843-406-6252,JONNA.COOK@BISHOPGADSDEN.ORG,JONNA.COOK@BISHOPGADSDEN.ORG,CRC-0451,12/31/2026,Charleston / Non-Profit Corporation,1 GADSDEN WAY,CHARLESTON,SC,29412,BISHOP GADSDEN EPISCOPAL RETIREMENT COMMUNITY,Y,Y,,,123,,,,595763.512,3622298.048
Community Residential Care Facilities,10864,FOREST CIRCLE COMMUNITY RESIDENCE,505 FOREST CIR,WALTERBORO,SC,29488-2869,843-549-5140,"FARMER, THERESA L.",843-549-5140,TFARMER@COLLETONDSN.ORG,TFARMER@COLLETONDSN.ORG,CRC-1527,09/30/2026,Colleton / State,505 FOREST CIR,WALTERBORO,SC,29488-2869,COLLETON COUNTY BOARD OF DISABILITIES AND SPECIAL NEEDS,N,N,,,8,,,,530039.891,3641968.915
Community Residential Care Facilities,10870,JOSIE DRIVE COMMUNITY RESIDENCE,210 JOSIE DR,WALTERBORO,SC,29488-2791,843-549-6979,"FARMER, THERESA L.",843-549-6979,TFARMER@COLLETONDSN.ORG,TFARMER@COLLETONDSN.ORG,CRC-1528,09/30/2026,Colleton / State,210 JOSIE DR,WALTERBORO,SC,29488-2791,COLLETON COUNTY BOARD OF DISABILITIES AND SPECIAL NEEDS,N,N,,,8,,,,530684.205,3642021.853
Community Residential Care Facilities,10890,BENCHMARK HOMES - SPARTANBURG,450 W HENRY ST,SPARTANBURG,SC,29306-6037,864-308-8852,"SMAL, LUCY",864-585-0322,LUCY.SMAL@CHARLESLEA.ORG,,CRC-1509,09/30/2026,Spartanburg / Corporation,195 BURDETTE ST,SPARTANBURG,SC,29307-1003,CHARLES LEA CENTER,N,N,,,12,,,,414080.278,3867237.882
Community Residential Care Facilities,10891,BLACK'S DRIVE COMMUNITY RESIDENCE,160 BLACKS DR,WILLISTON,SC,29853-3558,803-266-3211,"WALKER, BRIANNA SYMONE",,WALKER_SYMONE@YAHOO.COM,160 BLACKS DR,CRC-1524,08/31/2026,Barnwell / County,20 PARK ST,BARNWELL,SC,29812-0556,ALLENDALE/BARNWELL COUNTIES DISABILITIES AND SPECIAL NEEDS BOARD,N,N,,,8,,,,459319.409,3696928.017
Community Residential Care Facilities,10894,CAMDEN I,975 WATEREE BLVD,CAMDEN,SC,29020-4134,803-432-0973,"WRIGHT, CRYSTAL J.",803-432-0973,C.WRIGHT@CHESCOSERVICES.ORG,C.WRIGHT@CHESCOSERVICES.ORG,CRC-1525,09/30/2026,Kershaw / Sole Proprietorship,"110 PONTIAC BUSINESS CENTER DR STE C, CHESCO SERVICES",ELGIN,SC,29045,CHESCO SERVICES,N,N,,,8,,,,534437.299,3789505.96
Community Residential Care Facilities,10895,CAMDEN II,975 WATEREE BLVD,CAMDEN,SC,29020-4134,803-432-1345,"WRIGHT, CRYSTAL J.",803-432-0973,C.WRIGHT@CHESCOSERVICES.ORG,C.WRIGHT@CHESCOSERVICES.ORG,CRC-1522,05/31/2026,Kershaw / Sole Proprietorship,110 PONTIAC BUSINESS CENTER DR STE C,ELGIN,SC,29045,CHESCO SERVICES,N,N,,,8,,,,534437.299,3789505.96
Community Residential Care Facilities,10904,IDA LANE I CRCF,120 IDA LN,COLUMBIA,SC,29203-9234,803-786-7522,"PRIVETTE-HOLMES, CYNTHIA D.",,CHPRIVETTE@BABCOCKCENTER.ORG,,CRC-1520,03/31/2026,Richland / Corporation,2725 BANNY JONES AVE,WEST COLUMBIA,SC,29170-2109,BABCOCK CENTER INC,N,N,,,8,,,,501812.94,3774574.927
Community Residential Care Facilities,10905,IDA LANE II CRCF,124 IDA LN,COLUMBIA,SC,29203-9234,803-786-7522,"PRIVETTE-HOLMES, CYNTHIA D.",,RWROTEN@BABCOCKCENTER.ORG,,CRC-1518,12/31/2026,Richland / Corporation,2725 BANNY JONES AVE,WEST COLUMBIA,SC,29170-2109,BABCOCK CENTER INC,N,N,,,8,,,,501890.787,3774572.983
Community Residential Care Facilities,10908,KENSINGTON I,100 KENSINGTON RD,COLUMBIA,SC,29203-5451,803-931-3263,"BROWN, LETIA T.",803-256-0504,C.WRIGHT@CHESCOSERVICES.ORG,,CRC-1532,06/30/2026,Richland / Sole Proprietorship,"110 PONTIAC BUSINESS CENTER DR STE C, CHESCO SERVICES",ELGIN,SC,29045,CHESCO SERVICES,N,N,,,8,,,,494714.991,3765579.855
Community Residential Care Facilities,10916,NORTH PINES COMMUNITY RESIDENCE,313 N PINES RD,BLYTHEWOOD,SC,29016-8788,803-788-6272,"LOCKHART, ELESHA J.",803-608-0767,C.WRIGHT@CHESCOSERVICES.ORG,E.LOCKHART@CHESCOSERVICES.ORG,CRC-1504,04/30/2026,Richland / Sole Proprietorship,110 PONTIAC BUSINESS CENTER DR STE C,ELGIN,SC,29045,CHESCO SERVICES,N,N,,,8,,,,501926.06,3778651.055
Community Residential Care Facilities,11258,MAPLES OF HONEA PATH,224 WILDWOOD DR,HONEA PATH,SC,29654-1335,864-369-2000,"WILLIS, MARK N.",864-369-2000,MARKNYEWILLIS@GMAIL.COM,,CRC-0819,05/31/2026,Anderson / Corporation,224 WILDWOOD DR,HONEA PATH,SC,29654-1335,MAPLE MANOR INC,N,N,,,74,,,,370432.455,3812969.616
Community Residential Care Facilities,11259,SC EPISCOPAL HOME AT STILL HOPES (CRCF),1 STILL HOPES DR,WEST COLUMBIA,SC,29169-7164,803-796-6490,"ROBERTSON, NIKKI W.",803-739-5043,NROBERTSON@STILLHOPES.ORG,NROBERTSON@STILLHOPES.ORG,CRC-0144,07/31/2026,Lexington / Corporation,1 STILL HOPES DR,WEST COLUMBIA,SC,29169-7164,SOUTH CAROLINA EPISCOPAL HOME AT STILL HOPES INC,Y,Y,,,48,,,,494267.549,3760572.775
Community Residential Care Facilities,11261,ROLLING GREEN VILLAGE ASSISTED LIVING FACILITY,1 HOKE SMITH BLVD,GREENVILLE,SC,29615-5308,864-987-9800,"LORD, ANNA GRACE",864-987-9800,ANNAGRACED@ROLLINGGREENVILLAGE.COM,,CRC-0573,03/31/2026,Greenville / Non-Profit Corporation,1 HOKE SMITH BLVD,GREENVILLE,SC,29615-5308,ROLLING GREEN VILLAGE,Y,Y,,,52,,,,384470.269,3856350.576
Community Residential Care Facilities,11262,JOANNE'S COMMUNITY CARE HOME #1,5048 PERCIVAL RD,ELGIN,SC,29045-9156,803-736-3860,"CALDWELL, JOANNE M.",803-736-3860,TOWANA_HAYES@ATT.NET,JOANNESCCH@AOL.COM,CRC-0932,06/30/2026,Richland / Sole Proprietorship,PO BOX 23494,COLUMBIA,SC,29224-3494,JOANNE M CALDWELL,N,N,,,10,,,,517720.657,3774189.366
Community Residential Care Facilities,11263,DIXON'S COMMUNITY CARE HOME,1456 DIXON RD,ELGIN,SC,29045-9030,803-729-4309,"DIXON, JAMES M.",803-729-4309,JADIXON35@GMAIL.COM,JAMES.DIXON@RICHLANDONE.ORG,CRC-0934,09/30/2026,Kershaw / Corporation,1498 DIXON RD,ELGIN,SC,29045-9030,DIXON'S COMMUNITY CARE HOME INC,N,N,,,5,,,,519637.286,3783336.544
Community Residential Care Facilities,11264,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENCE,2350 W LUCAS ST,FLORENCE,SC,29501-1201,843-665-2222,"SANDERS, RHONDA",843-601-3861,RHONDA.SANDERS@PRESCOMM.ORG,,CRC-0242,09/30/2026,Florence / Corporation,2350 W LUCAS ST,FLORENCE,SC,29501-1201,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,Y,Y,,,47,,,,609514.117,3788963.842
Community Residential Care Facilities,11265,ROUSE COMMUNITY CARE HOME #2,8809 WILSON BLVD,COLUMBIA,SC,29203-1817,803-786-9357,"ROUSE, MATRICE",803-513-0821,MATRICEROUSE@AOL.COM,,CRC-0328,12/31/2025,Richland / Corporation,PO BOX 134,STATE PARK,SC,29147-0134,ROUSE COMMUNITY CARE HOME INC,N,N,,,9,,,,501135.438,3774492.381
Community Residential Care Facilities,11267,TRINITY ON LAURENS,213 LAURENS ST NW,AIKEN,SC,29801-3911,803-643-4200,"DORRIES, HEATHER E.",803-643-4200,HDORRIES@TRINITYONLAURENS.ORG,HDORRIES@TRINITYONLAURENS.ORG,CRC-0935,06/30/2026,Aiken / Non-Profit Corporation,213 LAURENS ST NW,AIKEN,SC,29801-3911,LUTHERAN HOMES OF SOUTH CAROLINA INC,N,N,,,55,,,,433011.765,3714079.622
Community Residential Care Facilities,11268,LENEVAR COMMUNITY RESIDENCE,1435 W LENEVAR DR,CHARLESTON,SC,29407-5118,843-766-3061,"MILES, BRANDI",843-805-5800,BMILES@DSNCC.COM,BMILES@DSNCC.COM,CRC-0943,07/31/2026,Charleston / State,"PO BOX 22708, DISABILITIES BOARD OF CHARLESTON COUNTY",CHARLESTON,SC,29413-2708,DISABILITIES BOARD OF CHARLESTON COUNTY,N,N,,,8,,,,593815.633,3630636.968
Community Residential Care Facilities,11270,SPRINGFIELD PLACE RESIDENTIAL CARE,2006 SPRINGFIELD CIR,NEWBERRY,SC,29106,803-405-1585,"MONTGOMERY, KATHY N.",803-276-2601,KMONTGOMERY@NEWBERRYCCRC.COM,KMONTGOMERY@NEWBERRYCCRC.COM,CRC-1250,02/28/2026,Fairfield / Limited Liability,2006 SPRINGFIELD CIR,NEWBERRY,SC,29108-3084,NEWBERRY OPERATOR LLC,Y,N,,,50,,,,444597.22,3794046.778
Community Residential Care Facilities,11271,JOY COMMUNITY CARE HOME,6800 DOBY DR,COLUMBIA,SC,29203-5133,803-754-3157,"DOUGLAS, JONATHAN",803-754-3157,JDQCSI@AOL.COM,JDQCSI@AOL.COM,CRC-0961,11/30/2026,Richland / Sole Proprietorship,PO BOX 25215,COLUMBIA,SC,29224-5215,DEBORAH A SCOTT,N,N,,,10,,,,501200.05,3769439.456
Community Residential Care Facilities,11273,MARTHA FRANKS BAPTIST RETIREMENT COMMUNITY,1 MARTHA FRANKS DR,LAURENS,SC,29360-1799,864-984-4541,"SPROUSE, ROBERT",864-681-8266,AP@SCBMA.COM,,CRC-0360,02/28/2026,Laurens / Corporation,1 MARTHA FRANKS DR,LAURENS,SC,29360-1799,SOUTH CAROLINA BAPTIST MINISTRIES FOR THE AGING INC,Y,Y,,,82,,,,405846.533,3818078.143
Community Residential Care Facilities,11274,PALMETTOS OF CHARLESTON,1900 ASHLEY CROSSING DR,CHARLESTON,SC,29414-5751,843-852-0505,"HUETHER, KALYN",843-852-0505,KALYN.HUETHER@NHCCARE.COM,,CRC-1263,07/31/2026,Charleston / Limited Liability,1900 ASHLEY CROSSING DR,CHARLESTON,SC,29414-5751,NHC PLACE-CHARLESTON LLC,Y,Y,,,60,,,,590152.923,3631304.853
Community Residential Care Facilities,11275,GARDENS AT SUMTER,2065 MCCRAYS MILL RD,SUMTER,SC,29154-6111,803-778-9690,"DEVAUGHN, TRACY",843-292-0012,DIRECTOR@SUMTERSENIORS.COM,TDEVAUGHN@5SSL.COM,CRC-0988,06/30/2026,Sumter / Limited Liability,PO BOX 2568,HICKORY,NC,28603-2568,SUMTER AL HOLDINGS LLC,Y,Y,,,140,,,,556711.593,3751770.684
Community Residential Care Facilities,11276,SOUTHERN HERITAGE,1713 CHARLESTON HWY,WEST COLUMBIA,SC,29169-5051,803-796-3113,"DOUGLAS, JONATHAN",803-796-3113,JDQCSI@AOL.COM,JDQCSI@AOL.COM,CRC-0993,03/31/2026,Lexington / Corporation,PO BOX 25215,COLUMBIA,SC,29224-5215,QUALITY CARE SERVICES INC,N,N,,,10,,,,492792.735,3758560.264
Community Residential Care Facilities,11277,HERRIOTT'S RESIDENTIAL CARE FACILITY,114 LIME LN,SUMTER,SC,29150-6630,803-773-6682,"YORK-HERRIOTT, LUCINDA",803-773-6882,LUCINDAHERRIOTT@GMAIL.COM,LUCINDAHERRIOTT@GMAIL.COM,CRC-1013,06/30/2026,Sumter / Partnership,1685 REEDROMAN RD,SUMTER,SC,29153-8497,JOHN & LUCINDA HERRIOTT,N,N,,,14,,,,561231.282,3751540.646
Community Residential Care Facilities,11278,SUMMIT HILLS ASSISTED LIVING COMMUNITY,100 SUMMIT HILLS DR,SPARTANBURG,SC,29307-1532,864-591-2222,"CROWE, JANA MARIE",864-208-8976,LICENSING@SUMMIT-HILLS.COM,JCROWE@SUMMIT-HILLS.COM,CRC-1113,09/30/2026,Spartanburg / Ltd. Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,SUMMIT HILLS LLC,Y,Y,,,79,,,,418630.08,3871653.284
Community Residential Care Facilities,11279,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FOOTHILLS,205 BUD NALLEY DR,EASLEY,SC,29642,864-859-3367,"FRYAR, LESLIE",864-859-3367,LESLIE.ANZALONE@PRESCOMM.ORG,LESLIE.FRYAR@PRESCOMM.ORG,CRC-1030,07/31/2026,Pickens / Non-Profit Corporation,,,,,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,Y,Y,,,52,,,,359009.045,3851687.15
Community Residential Care Facilities,11281,BROAD CREEK CARE CENTER ASSISTED LIVING,801 LEMON GRASS CT,HILTON HEAD ISLAND,SC,29928-3022,843-341-7300,"FRIEDEL, MICHAEL",843-341-7202,MFRIEDEL@VILIVING.COM,,CRC-1036,07/31/2026,Beaufort / Corporation,71 S WACKER DR STE 900,CHICAGO,IL,60606-4610,CC-HILTON HEAD INC,Y,N,,,50,,,,521180.978,3559800.324
Community Residential Care Facilities,11282,LAKES AT LITCHFIELD ASSISTED LIVING,120 LAKES AT LITCHFIELD DR,PAWLEYS ISLAND,SC,29585-5515,843-235-9393,"MASON, JOSEPH",843-235-9393,WMASON@LAKES-LITCHFIELD.COM,,CRC-1116,08/31/2026,Georgetown / Ltd. Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,LITCHFIELD RETIREMENT LLC,Y,Y,,,79,,,,675913.78,3705554.729
Community Residential Care Facilities,11284,RICE ESTATE - ASSISTED LIVING,100 FINLEY RD,COLUMBIA,SC,29203-9264,803-691-5720,"AMODIO, DANIEL JOHN",803-691-5723,DAMODIO@RICEESTATE.ORG,DAMODIO@RICEESTATE.ORG,CRC-1075,03/31/2026,Richland / Non-Profit Corporation,100 FINLEY RD,COLUMBIA,SC,29203-9264,LUTHERAN HOMES OF SOUTH CAROLINA INC,N,N,,,40,,,,503245.949,3774024.079
