License/Exemption Number,Facility/Camp Name,Facility/Camp License Type,Facility Address,City,County,Phone,Zip Code,Capacity
AS470083119,An Affair to Remember,ADULT SMALL GROUP HOME (CAPACITY 1-6),"9150 Parshallville ",Fenton,LIVINGSTON,(810) 632-2251,48430,6
AS790267173,Anchor Hill,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1773 Luder Road ",Caro,TUSCOLA,(989) 673-7675,48723,6
AS250409699,Anchored Heart,ADULT SMALL GROUP HOME (CAPACITY 1-6),"11274 Hill Road ",Goodrich,GENESEE,(810) 510-0900,48438,6
AF120283359,Anderson Foster Care Home,ADULT FAMILY HOME (CAPACITY 1-6),"701 E. Corey Street ",Bronson,BRANCH,(517) 369-1602,49028,2
AS630012751,Andersonville Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12108 Andersonville ",Davisburg,OAKLAND,(248) 634-5122,48350,6
AS410409787,Andrea Zylema,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1767 Deepwood Dr. ",Wyoming,KENT,(616) 634-6586,49519,6
AS410418350,Andrea Zylema #2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4627 Deepwood Ct SW ",Wyoming,KENT,(616) 634-6586,49519,6
AF410003487,Andree AFC,ADULT FAMILY HOME (CAPACITY 1-6),"609 Seven Mile Road NW ",Comstock Park,KENT,(616) 784-6012,49321,6
AS250345774,Andrews & Johnson #4,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7404 N Bray Road ",Mt Morris,GENESEE,(810) 686-2198,48458,6
AS250015933,Andrews & Johnson Inc,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5102 W. Pierson Road ",Flint,GENESEE,(810) 230-7315,48504,6
AF700392497,Angel Care,ADULT FAMILY HOME (CAPACITY 1-6),"1249 136th Ave. ",Holland,OTTAWA,(703) 674-7467,49424,6
AS790368901,Angel Cove,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1580 Lighthouse Lane ",Caro,TUSCOLA,(989) 673-2500,48723,6
AM250355582,Angel Manor,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"9219 N. Elms Rd. ",Clio,GENESEE,(810) 639-0222,48420,12
AS820388228,ANGEL PATIENCE,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12601 EAST OUTERDRIVE ",DETROIT,WAYNE,(313) 926-6609,48224,6
AS820407198,Angel Patience 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"14759 Lappin Street ",Detroit,WAYNE,(313) 926-6609,48205,6
AS500289019,"Angelic Foster Care, Inc.",ADULT SMALL GROUP HOME (CAPACITY 1-6),"32885 Northampton ",Warren,MACOMB,(586) 838-4527,48093,6
AF440410099,Angelic Gardens,ADULT FAMILY HOME (CAPACITY 1-6),"5845 Lum Rd ",Attica,LAPEER,(810) 721-2378,48412,6
AS500417358,Angelic Homes,ADULT SMALL GROUP HOME (CAPACITY 1-6),"25014 Trombley St ",Harrison Twp,MACOMB,(586) 252-0288,48045,6
AS500418322,Angelicare Adult Foster Home 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"32217 Cambridge Dr. ",Warren,MACOMB,(248) 971-4747,48093,6
AH500378045,Angelica's Place,HOMES FOR THE AGED,"328 E. Lafayette ",Romeo,MACOMB,(586) 336-9440,48065,23
AM410415085,Angels of Care #1,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"2841 32nd St ",Kentwood,KENT,(616) 885-6466,49512,11
AS230407136,"Angels Retirement Home, Corp.",ADULT SMALL GROUP HOME (CAPACITY 1-6),"10216 Royston Rd. ",Grand Ledge,EATON,(616) 546-6556,48837,6
AF710338041,Angie's AFC,ADULT FAMILY HOME (CAPACITY 1-6),"3892 Wirgau Road ",Rogers City,PRESQUE ISLE,(989) 734-0124,49779,6
AF500387250,Angie's Residential Care,ADULT FAMILY HOME (CAPACITY 1-6),"30645 Lebanon Drive ",Warren,MACOMB,(586) 610-6493,48093,6
AF390372784,Anikare,ADULT FAMILY HOME (CAPACITY 1-6),"323 E. Glenguile ",Kalamazoo,KALAMAZOO,(269) 381-5414,49004,4
AM030412015,Anikare's Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"328 E Morrell St ",Otsego,ALLEGAN,(269) 254-0241,49078,12
AS820348996,Ann Marie Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6038 Washington ",Romulus,WAYNE,(248) 234-8533,48174,6
AS630386442,Annextra Healthassist Associates,ADULT SMALL GROUP HOME (CAPACITY 1-6),"388 W. Hayes Ave. ",Hazel Park,OAKLAND,(313) 377-4486,48030,5
AF800417740,Annie's AFC,ADULT FAMILY HOME (CAPACITY 1-6),"67223 M 43 ",South Haven,VAN BUREN,(269) 767-1948,49090,5
AS730377214,Annie's Home Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"514 N. Warren Avenue ",Saginaw,SAGINAW,(989) 401-7835,48607,6
AS110418345,Another Day to Remember,ADULT SMALL GROUP HOME (CAPACITY 1-6),"564 Lynwood Dr. ",Benton Harbor,BERRIEN,(269) 221-0250,49022,5
AH700357088,Appledorn ALC North,HOMES FOR THE AGED,"411 Ida Red Pkwy ",Holland,OTTAWA,(616) 393-0828,49423,65
AH700236753,Appledorn Assisted Living Center,HOMES FOR THE AGED,"727 Apple Avenue ",Holland,OTTAWA,(616) 392-4650,49423,174
AL560079773,Applewood Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"5775 W. Isabella Road ",Mount Pleasant,MIDLAND,(989) 772-1866,48858,20
AS630012774,Appomattox AIS/MR,ADULT SMALL GROUP HOME (CAPACITY 1-6),"10372 Appomattox ",Holly,OAKLAND,(248) 634-5949,48442,6
AH410336779,Aquinata Hall,HOMES FOR THE AGED,"153 Lakeside Dr. NE ",Grand Rapids,KENT,(616) 259-1703,49503,45
AS810282088,Arbor Care on Independence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2169 Independence ",Ann Arbor,WASHTENAW,(734) 716-1596,48104,6
AH290406205,Arbor Grove Assisted Living & Memory Care,HOMES FOR THE AGED,"1320 Pine Avenue ",Alma,GRATIOT,(989) 463-3074,48801,62
AS820259528,Arbor Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"22155 Ann Arbor Trail ",Dearborn Heights,WAYNE,(313) 562-2219,48127,6
AS810416795,Arbor Oaks Senior Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"11354 Stony Creek Rd ",Milan,WASHTENAW,(734) 672-0540,48160,6
AS400066153,Arborlight,ADULT SMALL GROUP HOME (CAPACITY 1-6),"403 Arbor Street ",Kalkaska,KALKASKA,(231) 258-1133,49646,6
AS290085999,Arcada Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4107 Arcada Drive ",Alma,GRATIOT,(989) 463-5927,48801,6
AS630418408,Arcadia Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6151 St. James Dr. ",West Bloomfield,OAKLAND,(248) 885-3758,48322,6
AM230249434,Arch Road Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1081 Arch Road ",Eaton Rapids,EATON,(517) 346-8408,48827,12
AS630418774,Ardel Homes,ADULT SMALL GROUP HOME (CAPACITY 1-6),"234 Belhaven ",Troy,OAKLAND,(248) 930-3492,48085,6
AH630292963,Arden Courts (Bingham Farms),HOMES FOR THE AGED,"24005 W. 13 Mile Rd. ",Bingham Farms,OAKLAND,(248) 644-8100,48025,56
AH820292968,Arden Courts (Livonia),HOMES FOR THE AGED,"32500 W. Seven Mile Rd. ",Livonia,WAYNE,(248) 426-7055,48152,60
AH500293047,Arden Courts (Sterling Heights),HOMES FOR THE AGED,"11095 14 Mile Rd ",Sterling Heights,MACOMB,(586) 795-0998,48312,56
AS750069772,Argosy 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"517 Elizabeth Drive ",Centerville,ST. JOSEPH,(269) 467-6197,49032,6
AF390238306,Arnold AFC,ADULT FAMILY HOME (CAPACITY 1-6),"5313 Rugby ",Portage,KALAMAZOO,(269) 381-9527,49024,4
AS410317479,Ascension Health AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1948 Millbank St. SE ",Grand Rapids,KENT,(616) 259-0061,49508,6
AS410322595,Ascension Health II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3704 Newcastle Dr. SE ",Grand Rapids,KENT,(616) 856-9191,49508,6
AS410386016,Ascension Health III AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1947 Millbank St SE ",Grand Rapids,KENT,(616) 608-7658,49508,6
AS820402241,Ashby A.F.C,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1632 Ashby Street ",Westland,WAYNE,(734) 589-8891,48186,6
AL470080554,Ashley Court -Bldg # 2,ADULT LARGE GROUP HOME (CAPACITY 13-20),"7400 Challis Road ",Brighton,LIVINGSTON,(810) 225-7400,48116,20
AL470092981,Ashley Court -Bldg # 3,ADULT LARGE GROUP HOME (CAPACITY 13-20),"7400 Challis Road ",Brighton,LIVINGSTON,(810) 225-7400,48116,20
AL470092982,Ashley Court -Bldg # 4,ADULT LARGE GROUP HOME (CAPACITY 13-20),"7400 Challis Road ",Brighton,LIVINGSTON,(734) 622-0074,48116,20
AL470417976,Ashley Court -Bldg #1,ADULT LARGE GROUP HOME (CAPACITY 13-20),"7400 Challis Rd. ",Brighton,LIVINGSTON,(810) 225-7400,48116,20
AL820403228,Aspen Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"32406 Seven Mile Rd ",Livonia,WAYNE,(248) 987-4460,48152,20
AL820398863,Aspen Assisted Living LLC,ADULT LARGE GROUP HOME (CAPACITY 13-20),"32408 Seven Mile Rd ",Livonia,WAYNE,(248) 987-4460,48152,20
AH580356894,Aspen Grove Assisted Living,HOMES FOR THE AGED,"7515 Secor Rd ",Lambertville,MONROE,(734) 856-4400,48144,83
AL690414036,Aspen Ridge Retirement Village,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1263 Village Parkway ",Gaylord,OTSEGO,(989) 705-2500,49735,20
AL690414035,Aspen Ridge Retirement Village,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1261 Village Parkway ",Gaylord,OTSEGO,(989) 705-2500,49735,20
AS520417045,Assisted Independence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"9067 Co Rd 550 ",Marquette,MARQUETTE,(906) 235-6771,49855,6
AF670005165,Assisted Lifestyles AFC,ADULT FAMILY HOME (CAPACITY 1-6),"502 W. Fifth Street ",Evart,OSCEOLA,(231) 734-7500,49631,6
AM110282191,"Assisted Living at Redwood Manor, LLC",ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"9084 Garr Road ",Berrien Springs,BERRIEN,(269) 408-0598,49103,12
AS820417382,Aster Residence By American Angels,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6934 N. Canton Center Rd ",Canton,WAYNE,(313) 960-0934,48187,6
AF500397014,Astorre Homes,ADULT FAMILY HOME (CAPACITY 1-6),"22743 Quinn Rd ",Clinton Township,MACOMB,(586) 610-9827,48035,6
AS310011105,Atlantic House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1514 Atlantic Street ",Hancock,HOUGHTON,(906) 487-7750,49930,6
AS250010859,Atlas Park,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2099 Atlas Road ",Davison,GENESEE,(810) 653-6529,48423,6
AH820401136,Atria Kinghaven,HOMES FOR THE AGED,"14800 King Road ",Riverview,WAYNE,(734) 479-5900,48193,184
AH810400124,Atria Park of Ann Arbor,HOMES FOR THE AGED,"1901 Plymouth Road ",Ann Arbor,WASHTENAW,(734) 741-9500,48105,98
AS630418392,Auburn,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3103 Crooks Rd ",Rochester Hills,OAKLAND,(248) 742-1378,48309,3
AL090356074,Auburn Fields Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"4710 Stephanie Court ",Auburn,BAY,(248) 765-5209,48611,20
AL090260028,"Auburn Heights Senior Care, Inc.",ADULT LARGE GROUP HOME (CAPACITY 13-20),"110 Auburn Road ",Auburn,BAY,(989) 545-9462,48611,20
AL060006877,Augres Care Center,ADULT LARGE GROUP HOME (CAPACITY 13-20),"115 Mackinaw ",Augres,ARENAC,(989) 876-7811,48703,20
AS070014980,Aurora House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"125 Woods Avenue ",L'Anse,BARAGA,(906) 524-5526,49946,6
AS760014821,Austin Clf,ADULT SMALL GROUP HOME (CAPACITY 1-6),"225 Austin Street ",Sandusky,SANILAC,(810) 648-9634,48471,4
AF630299603,Autumn Days AFC,ADULT FAMILY HOME (CAPACITY 1-6),"5986 Rockcroft Blvd. ",Clarkston,OAKLAND,(248) 623-2846,48346,6
AS500255033,Autumn Manor,ADULT SMALL GROUP HOME (CAPACITY 1-6),"53464 Dequindre ",Shelby Township,MACOMB,(248) 453-0009,48342,6
AS090396835,Autumn Ridge Gardens,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5351 Three Mile Rd ",Bay City,BAY,(989) 284-8142,48706,6
AS150067537,Autumnvue Clf,ADULT SMALL GROUP HOME (CAPACITY 1-6),"109 Pine Street ",East Jordan,CHARLEVOIX,(231) 536-2455,49727,6
AS820251656,Avalon,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6007 Carnegie ",Romulus,WAYNE,(737) 728-1410,48174,6
AM560378418,Avielle Haven,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"2760 E. Yoder Drive ",Midland,MIDLAND,(989) 798-6506,48640,12
AS630274298,Avon Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"275 Lesdale ",Troy,OAKLAND,(248) 879-6120,48085,6
AS410418386,AYEE HOMECARE LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5877 South Parkway Ave SE ",Kentwood,KENT,(616) 648-3246,49508,5
AM270389089,Ayer St. Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"778 E. Ayer St. ",Ironwood,GOGEBIC,(906) 932-6080,49938,8
AS500414772,Aynesley Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"39330 Aynesley St. ",Clinton Township,MACOMB,(586) 321-9555,48038,6
AS330413152,AZMED AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1950 North Waverly Rd. ",Lansing,INGHAM,(517) 515-3060,48906,6
AS820283668,"B.C. Davis, Inc. / Grandview Home",ADULT SMALL GROUP HOME (CAPACITY 1-6),"30040 Grandview ",Inkster,WAYNE,(313) 220-4577,48141,6
AM250339356,B.R.A.G.,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1376 E Hurd Road ",Clio,GENESEE,(810) 670-0408,48420,12
AM730309598,Babions Foster Care,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"305 S. Midland St. ",Merrill,SAGINAW,(989) 643-5294,48637,12
AF110338343,Bairagee AFC Home,ADULT FAMILY HOME (CAPACITY 1-6),"8904 George Avenue ",Berrien Springs,BERRIEN,(269) 473-3842,49103,6
AS610012250,Baker Haven Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2145 Baker Street ",Muskegon Heights,MUSKEGON,(231) 760-6222,49444,6
AS630293497,Baker House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5080 Rose Hill Blvd. ",Holly,OAKLAND,(248) 634-5530,48442,6
AS820411181,Ball A.F.C,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6916 Ball Road ",Romulus,WAYNE,(734) 725-5035,48174,6
AS630393547,Balmoral Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"32741 Balmoral Knolls ",Farmington Hills,OAKLAND,(248) 702-6097,48334,6
AS410417920,Baltimore House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"470 Baltimore Drive NE ",Grand Rapids,KENT,(616) 606-2727,49506,6
AS820417840,Banbury Senior Care Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"35663 Banbury Rd ",Livonia,WAYNE,(734) 330-0961,48152,5
AS090391446,Bangor,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3501 Bangor Rd ",Bay City,BAY,(989) 846-9631,48706,6
AS820302001,Barbara Court Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"27239 Barbara Court ",Taylor,WAYNE,(734) 992-3287,48180,5
AS820013731,Barbara Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"661 Barbara ",Westland,WAYNE,(734) 326-4394,48185,5
AF770076846,Barkers Country Living,ADULT FAMILY HOME (CAPACITY 1-6),Rt 1 Box 253 728 Newborn Road,Germfask,SCHOOLCRAFT,(906) 586-6219,49836,6
AF460411619,Barnett AFC Home,ADULT FAMILY HOME (CAPACITY 1-6),"131 Lafayette St. ",Hudson,LENAWEE,(517) 448-8045,49247,6
AS630073295,Barr Road Ais Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1967 Barr Road ",Oxford,OAKLAND,(248) 693-0447,48371,6
AS630377781,Barrett Regency Inc,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5101 N. Rochester ",Rochester,OAKLAND,(248) 494-6719,48306,6
AM700014892,Barry AFC Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"0-672 Barry Street, SW ",Grandville,OTTAWA,(616) 262-4705,49418-9630,12
AM620407860,Barso Acres,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"6135 E 112th Street ",Howard City,NEWAYGO,(586) 295-1674,49329,12
AF820409413,Bartel's AFC,ADULT FAMILY HOME (CAPACITY 1-6),"9339 Melrose St ",Livonia,WAYNE,(734) 522-5608,48150,6
AF810085724,Barton Manor,ADULT FAMILY HOME (CAPACITY 1-6),"821 Barton Drive ",Ann Arbor,WASHTENAW,(734) 662-7798,48105,6
AL730317749,Barton Woods Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"9472 Kochville Road ",Freeland,SAGINAW,(989) 695-5380,48623,20
AL730352302,Barton Woods Assisted Living East,ADULT LARGE GROUP HOME (CAPACITY 13-20),"9472 Kochville Road ",Freeland,SAGINAW,(989) 695-5380,48623,20
AS030258948,Baseline Creek AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"43 30th Street ",Allegan,ALLEGAN,(269) 628-2100,49010,6
AS800316739,Baseline Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"44409 Baseline Road ",Bloomingdale,VAN BUREN,(269) 521-4130,49026,6
AS810013390,Bateson Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2832 Bateson Court ",Ann Arbor,WASHTENAW,(734) 332-4148,48105,6
AH130278262,Battle Creek Bickford Cottage,HOMES FOR THE AGED,"3432 Capital Avenue ",Battle Creek,CALHOUN,(269) 979-9600,49015,55
AH730412299,Bavarian Comfort Care AL & MC LLC,HOMES FOR THE AGED,"5366 Rolling Hills Drive ",Bridgeport,SAGINAW,(989) 777-7776,48722,65
AS090287270,Baxwood,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5428 Baxman Road ",Bay City,BAY,(989) 671-0866,48706,4
AH090371811,Bay City Comfort Care,HOMES FOR THE AGED,"4130 Shrestha Drive ",Bay City,BAY,(989) 545-6000,48706,67
AS090418446,"Bay City CRU, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"3282 E North Union Rd ",Bay City,BAY,(989) 493-1451,48706,6
AM490392115,Bay Haven Integrated Care,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"799 Hombach Street ",St. Ignace,MACKINAC,(906) 298-8000,49781,10
AM490392114,Bay Haven Integrated Care II,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"799 Hombach Street ",St. Ignace,MACKINAC,(906) 984-2305,49781,10
AS090302536,Bay House AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2501 Center ",Bay City,BAY,(989) 391-9000,48708,6
AS630379155,Bay Pointe,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2950 Birchena Crescent ",West Bloomfield,OAKLAND,(248) 363-5817,48324,6
AS500082890,Bay Ridge,ADULT SMALL GROUP HOME (CAPACITY 1-6),"36540 25 Mile Road ",New Baltimore,MACOMB,(734) 408-0112,48047,6
AH280318130,Bay Ridge Assisted Living,HOMES FOR THE AGED,"3825 Scenic Ridge ",Traverse City,GRAND TRAVERSE,(231) 932-9757,49684-3900,64
AS090418047,Bay Valley,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6050 Bay Valley Rd ",Bay City,BAY,(989) 482-7039,48706,6
AL090084487,Bay Valley AFC Inc.,ADULT LARGE GROUP HOME (CAPACITY 13-20),"5113 Reinhardt Lane ",Bay City,BAY,(989) 378-1150,48706,20
AS520382182,Bay View,ADULT SMALL GROUP HOME (CAPACITY 1-6),"83 W. M-35 ",Gwinn,MARQUETTE,(906) 346-2219,49841,6
AL320418038,Bay View Gardens Memory Care AFC,ADULT LARGE GROUP HOME (CAPACITY 13-20),"628 E. Main St ",Sebewaing,HURON,(989) 883-9902,48759,20
AH090323912,Bayfield Assisted Living,HOMES FOR THE AGED,"3932 Monitor Road ",Bay City,BAY,(989) 684-9600,48706,70
AS090257885,Baywood,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4202 Arctic Drive ",Bay City,BAY,(989) 671-3540,48706,6
AS630080974,Beacham CLF,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3278 Beacham ",Waterford,OAKLAND,(248) 335-3280,48329,4
AS130010454,Beachfield AIS/MR,ADULT SMALL GROUP HOME (CAPACITY 1-6),"118 Beachfield Drive ",Battle Creek,CALHOUN,(248) 641-7200,49015,6
AS610386699,Beachwood Dunes,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6571 Henry St. ",Norton Shores,MUSKEGON,(231) 739-7523,49441,6
AS090087350,Beacon Harbor # 3,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2076 Garfield ",Pinconning,BAY,(989) 879-7386,48650,6
AS800412533,Beacon home at 62nd St.,ADULT SMALL GROUP HOME (CAPACITY 1-6),"63059 62nd St. ",Hartford,VAN BUREN,(269) 427-8400,49057,6
AS390406169,Beacon Home at Al Sabo,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7519 S. 10th St. ",Kalamazoo,KALAMAZOO,(269) 488-6943,49009,6
AM800267885,Beacon Home at Anchor Point North,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"28720 63rd Street ",Bangor,VAN BUREN,(269) 427-8400,49013,10
AM800267886,Beacon Home at Anchor Point South,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"28720 63rd Street ",Bangor,VAN BUREN,(269) 427-8400,49013,10
AS230404895,Beacon Home at Arlene,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4219 Arlene Drive ",Lansing,EATON,(517) 253-7112,48917,6
AS390396198,Beacon Home At Augusta,ADULT SMALL GROUP HOME (CAPACITY 1-6),"817 Webster St. ",Augusta,KALAMAZOO,(269) 427-8400,49012,6
AS130405804,Beacon Home At Battle Creek,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5555 Bauman Rd. ",Battle Creek,CALHOUN,(269) 223-7662,49017,6
AS800381905,Beacon Home at Bay Harbor,ADULT SMALL GROUP HOME (CAPACITY 1-6),"29122 63rd Street ",Bangor,VAN BUREN,(269) 427-8400,49013,6
AS800343665,Beacon Home at Bayview,ADULT SMALL GROUP HOME (CAPACITY 1-6),"29320 63rd Street ",Bangor,VAN BUREN,(269) 427-0288,49013,6
AS610392405,Beacon Home At Blue Lake,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6780 Blue Lake Rd. ",Twin Lake,MUSKEGON,(269) 427-8400,49457,6
AM800267887,Beacon Home At Breakwater East,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"28730 63rd Street ",Bangor,VAN BUREN,(269) 427-8400,49013,10
AM800267888,Beacon Home at Breakwater West,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"28730 63rd Street ",Bangor,VAN BUREN,(269) 427-8648,49013,10
AM030402102,Beacon Home at Bridge Street,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"691 West Bridge Street ",Plainwell,ALLEGAN,(269) 204-6493,49080,12
AS580394004,Beacon Home At Carleton,ADULT SMALL GROUP HOME (CAPACITY 1-6),"13426 Capernall Road ",Carleton,MONROE,(734) 587-6056,48117,6
AS380396667,Beacon Home At Cascades,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1920 Herkimer Dr. ",Jackson,JACKSON,(517) 888-5137,49203,6
AS500387650,Beacon Home at Chesterfield,ADULT SMALL GROUP HOME (CAPACITY 1-6),"34205 24 Mile Road ",Chesterfield,MACOMB,(269) 427-8400,48047,6
AS630393369,Beacon Home at Clarkston,ADULT SMALL GROUP HOME (CAPACITY 1-6),"10358 Horseshoe Circle ",Clarkston,OAKLAND,(248) 922-7413,48348,6
AS250412389,Beacon Home at Clio,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1491 Bondy Dr. ",Clio,GENESEE,(810) 368-4621,48420,6
AS330411152,Beacon Home At Cogswell,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2117 Cogswell Drive ",Lansing,INGHAM,(517) 220-2157,48906,4
AS380399315,Beacon Home at County Farm,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4380 County Farm Road ",Jackson,JACKSON,(269) 427-8400,49201,6
AS630387842,Beacon Home at Dilley,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7570 Dilley Road ",Davisburg,OAKLAND,(248) 382-5648,48350,6
AS130408635,Beacon Home at East Ave,ADULT SMALL GROUP HOME (CAPACITY 1-6),"20271 East Ave N ",Battle Creek,CALHOUN,(269) 427-8400,49017,6
AS130411523,Beacon Home At East Ave South,ADULT SMALL GROUP HOME (CAPACITY 1-6),"20271 East Ave N ",Battle Creek,CALHOUN,(269) 427-8400,49017,5
AM110413530,Beacon Home at Eau Claire,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"7014 Clawson Rd. ",Eau Claire,BERRIEN,(269) 427-8400,49111,12
AM400418871,Beacon Home At Fife Lake,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"5568 Gonyer Road ",Fife Lake,KALKASKA,(269) 427-8400,49633,8
AS250387910,Beacon Home at Goodrich,ADULT SMALL GROUP HOME (CAPACITY 1-6),"9186 Washburn Rd. ",Goodrich,GENESEE,(810) 636-9598,48438,6
AM030402101,Beacon Home at Hammond,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"318 East Hammond Street ",Otsego,ALLEGAN,(269) 427-8400,49078,12
AS640394552,Beacon Home At Hart,ADULT SMALL GROUP HOME (CAPACITY 1-6),"508 Griswold Street ",Hart,OCEANA,(231) 301-8261,49420,6
AS800404242,Beacon Home at Hartford,ADULT SMALL GROUP HOME (CAPACITY 1-6),"68134 CR 372 ",Hartford,VAN BUREN,(269) 427-8400,49057,6
AS800242668,Beacon Home at Highland,ADULT SMALL GROUP HOME (CAPACITY 1-6),"56838 48th Avenue ",Lawrence,VAN BUREN,(269) 427-8400,49064,6
AS390406167,Beacon Home at Interlochen,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8038 Interlochen St. ",Kalamazoo,KALAMAZOO,(269) 353-6941,49009,6
AS380392702,Beacon Home at Jackson,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7014 Deweese Road ",Jackson,JACKSON,(517) 769-6053,49201,6
AS390394306,Beacon Home At Kalamazoo,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2710 West Main Street ",Kalamazoo,KALAMAZOO,(269) 427-8400,49006,6
AS390403202,Beacon Home at Kal-Haven,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5359 N. 8th Street ",Kalamazoo,KALAMAZOO,(269) 214-4341,49009,6
