OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Admin Name & Phone,Facility Email,Fac. Cont. Email,License / Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Unit,Alzheimer Care,Number of Licensed Beds,x,y
12583,EMERALD RCF I,2244 BROWNTOWN RD,BISHOPVILLE,SC,29010-9664,803-428-6044,"POLLARD, DAISY W. PH#: 803-428-6044",DEMORRIE.EVANS@SCDMH.ORG,DAISY.POLLARD@SCDMH.ORG,CRC-2066 / 02/28/2026,Lee / State,2414 BULL ST,COLUMBIA,SC,29201-1906,SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,N,N,5,560486.438,3783874.045
12584,BRIAN'S RESIDENTIAL CARE II,4003 CALHOUN ST,BRANCHVILLE,SC,29432-2243,803-274-8051,"JENKINS, ALESHIA PH#: 854-400-6644",MCAKLEY18@GMAIL.COM,,CRC-2067 / 12/31/2025,Orangeburg / Limited Liability,1027 BERKELEY DR,ORANGEBURG,SC,29118-8356,BRIANS AND STOKES ASSISTED LIVING LLC,N,N,20,517109.484,3679848.404
12595,GREENVILLE GLEN ASSISTED LIVING,1101 GARLINGTON RD,GREENVILLE,SC,29615-5446,864-627-8700,"HAMILTON, MARY C. PH#: 864-627-8700",ED@GREENVILLEGLENAL.COM,,CRC-2069 / 08/31/2026,Greenville / Limited Liability,PO BOX 6384,SPARTANBURG,SC,29304-6384,ML GREENVILLE GLEN LLC,Y,Y,51,384391.056,3857163.386
12599,MCKINNEY HOUSE,307 MILLER RD,MAULDIN,SC,29662-2034,864-297-5044,"WARE, TOMECA PH#: 803-422-1137",DEMORRIE.EVANS@SCDMH.ORG,TOMECA.WARE@SCDMH.ORG,CRC-2071 / 06/30/2026,Greenville / State,307 MILLER RD,MAULDIN,SC,29662-2034,SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,N,N,10,380479.218,3850456.111
12600,STOKES RESIDENTIAL CARE,2525 SAINT MATTHEWS RD,ORANGEBURG,SC,29118-1319,803-533-0070,"STOKES, ALBERT O. PH#: 803-533-0070",MCAKLEY18@GMAIL.COM,DSTOKES30@SC.RR.COM,CRC-2072 / 12/31/2025,Orangeburg / Limited Liability,1027 BERKELEY DR,ORANGEBURG,SC,29118-8356,BRIANS AND STOKES ASSISTED LIVING LLC,N,N,17,514214.057,3710309.121
12601,WOODBRIDGE CLINTON,300 JACOBS HWY,CLINTON,SC,29325,864-833-3425,"GRANT, ALEXUS PH#: 864-833-3425",ED@WOODBRIDGECLINTONSENIORLIVING.COM,,CRC-2073 / 11/30/2026,Laurens / Limited Liability,300 JACOBS HWY,CLINTON,SC,29325,ML WOODBRIDGE CLINTON LLC,Y,Y,60,419486.592,3812677.805
12602,EMERALD RCF II,2262 BROWNTOWN RD,BISHOPVILLE,SC,29010-9664,803-428-6044,"POLLARD, DAISY W. PH#: 803-428-5407",DEMORRIE.EVANS@SCDMH.ORG,DAISY.POLLARD@SCDMH.ORG,CRC-2074 / 02/28/2026,Lee / State,2414 BULL ST,COLUMBIA,SC,29201-1906,SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,N,N,5,560437.663,3783838.533
12610,PARK CIRCLE HOME 1,1133 BEXLEY ST,NORTH CHARLESTON,SC,29405-4726,843-442-7173,"RELLORA, WILHELMINA C. PH#: 843-467-1259",WINDSORHILLRCF@GMAIL.COM,WINDSORHILLRCF@GMAIL.COM,CRC-1992 / 11/30/2025,Charleston / Limited Liability,PO BOX 40729,CHARLESTON,SC,29423,WINDSOR HILL RCF LLC,N,N,5,595262.69,3637767.271
12611,PARK CIRCLE HOME 2,1131 BEXLEY ST,NORTH CHARLESTON,SC,29405-4726,843-442-7173,"RELLORA, WILHELMINA C. PH#: 843-442-7173",WINDSORHILLRCF@GMAIL.COM,JNRELLORA4SUS@GMAIL.COM,CRC-1993 / 11/30/2025,Charleston / Limited Liability,4048 ASHLEY PHOSPHATE RD,NORTH CHARLESTON,SC,29420,WINDSOR HILL RCF LLC,N,N,5,595271.427,3637768.535
12614,LOWCOUNTRY ASSISTED LIVING,6060 EHRHARDT RD,EHRHARDT,SC,29081,803-267-2222,"CASSIDY, SHERRI PH#: 000-000-0000",LOWCOUNTRYAL@YAHOO.COM,LOWCOUNTRYAL@YAHOO.COM,CRC-2029 / 06/30/2026,Bamberg / Limited Liability,PO BOX 116,EHRHARDT,SC,29081-0116,LOWCOUNTRY ASSISTED LIVING LLC,N,N,10,490452.452,3675188.432
12615,TURNING POINT CRCF,820 TOMS CREEK RD,HOPKINS,SC,29061-8798,803-647-1152,"MOORE, HARRIETT PH#: 803-847-4537",DEMORRIE.EVANS@SCDMH.ORG,HMOORE.REFLECTIONSHCS@GMAIL.COM,CRC-2075 / 06/30/2026,Richland / State,820 TOMS CREEK RD,HOPKINS,SC,29061-8798,SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,N,N,15,521706.886,3760053.66
12625,CLAIBORNE AT BRICKYARD CROSSING,112 GRANDEVIEW DR,SUMMERVILLE,SC,29483,843-900-0700,"MAGNES, JACQUELINE PH#: 843-900-0700",JMAGNES@THECLAIBORNE.COM,,CRC-2080 / 09/30/2026,Dorchester / Limited Liability,11 PKWY BLVD,HATTIESBURG,MS,39401,TCABC REAL ESTATE HOLDINGS LLC,Y,Y,128,577951.106,3654501.914
12638,SUNFLOWER SPRINGS AT INDIAN LAND,2681 LENGERS WAY,INDIAN LAND,SC,29707,803-479-7649,"CLINE, KAYLA A. PH#: 803-207-8000",KAYLA.CLINE@SUNFLOWERATINDIANLAND.COM,ADMINISTRATOR@CAROLINAGARDENSROCKHILL.,CRC-2087 / 12/31/2026,Lancaster / Limited Liability,1575 SPENCE RD,LEXINGTON,SC,29072,SUNFLOWER SPRINGS ALF OF INDIAN LAND LLC,N,N,100,512502.489,3872381.196
12645,WILDEWOOD DOWNS ASSISTED LIVING COMMUNITY,731 POLO RD,COLUMBIA,SC,29223-4462,803-419-1243,"HERNANDEZ, ROBERT PH#: 803-479-9063",LICENSING@WILDEWOOD-DOWNS.COM,RHERNANDEZ@WILDEWOOD-DOWNS.COM,CRC-2091 / 06/30/2026,Richland / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,WILDEWOOD RETIREMENT LLC,Y,Y,57,510289.926,3771862.448
12663,CHANDLER PLACE ASSISTED LIVING & MEMORY CARE,1800 INDIA HOOK RD,ROCK HILL,SC,29732-1933,803-506-7056,"FISHER, JASON PH#: 843-565-2150",JASON.FISHER@NAVIONSL.COM,,CRC-2098 / 09/30/2026,York / Limited Liability,,,,,NAVION SPRING ARBOR LLC,Y,Y,92,496980.48,3868948.061
12689,LEGACY AT SOUTHPOINTE DRIVE,23 SOUTHPOINTE DR,GREENVILLE,SC,29607-5956,864-581-3414,"BAILEY, HOLLIE PH#: 864-581-3414",HOLLIE.BAILEY@NAVIONSL.COM,,CRC-2108 / 11/30/2026,Greenville / Limited Liability,,,,,NAVION SOUTHPOINTE OPERATIONS LLC,Y,Y,110,384379.24,3853490.649
12697,SOMERBY BAXTER VILLAGE,522 6TH BAXTER CROSSING,FORT MILL,SC,29708,803-619-0741,"MELODY, SARA PH#: 803-548-3835",SARA.MELODY@BLAKELIVING.COM,,CRC-2111 / 11/30/2026,York / Limited Liability,,,,,BAXTER SENIOR CARE LLC,Y,Y,114,502163.793,3875408.142
12698,SOMERBY EDGEWATER,1099 EDGEWATER CORPORATE PKWY,INDIAN LAND,SC,29707,803-310-4242,"SELLERS, CRYSTAL J. PH#: 803-713-8668",CRISSY.SELLERS@BLAKELIVING.COM,CYSTAL.SELLERS@SOMBERLYLIVING.COM,CRC-2112 / 11/30/2026,Lancaster / Limited Liability,,,,,EDGEWATER SENIOR CARE LLC,Y,Y,105,512736.062,3872777.11
12702,TERRABELLA ROCK HILL,1785 LEXINGTON COMMONS DR,ROCK HILL,SC,29732,803-207-8000,"NOLAN, JESSICA N. PH#: 803-831-9900",JNOLAN@TERRABELLAROCKHILL.COM,,CRC-2116 / 12/31/2026,York / Limited Liability,,,,,VP ROCK HILL OPCO LLC,Y,Y,90,500430.911,3871217.798
12705,OAKS AT MT PLEASANT,1010 ANNA KNAPP BLVD,MOUNT PLEASANT,SC,29464-5400,843-971-7756,"WILLIAMS, ALEXIS PH#: 843-821-4122",AP@OSLCARES.COM,,CRC-2117 / 01/31/2026,Charleston / Limited Liability,,,,,SNH SC TENANT LLC,Y,Y,38,606378.51,3631310.662
12723,FAIRVIEW PARK ASSISTED LIVING,544 HARRISON BRIDGE RD,SIMPSONVILLE,SC,29860,864-757-8812,"SURLS, ANGELA PH#: 864-653-4676",ASURLS@ATLASSENIORLIVING.COM,ASURLS@ATLASSENIORLIVING.COM,CRC-2050 / 02/28/2026,Greenville / Limited Liability,2700 HWY 280 STE 460E,BIRMINGHAM,AL,35223,AFF18 FAIRVIEW PARL ALF LLC,Y,Y,90,382566.405,3840493.328
12740,IVORYS LOVING CARE II,4018 S RHETT AVE,N CHARLESTON,SC,29405,843-554-0733,"SANDERS, JUANITA PH#: 843-654-0733",SISTERSANDERS@COMCAST.NET,SISTERSANDERS@COMCAST.NET,CRC-2092 / 07/31/2026,Charleston / Sole Proprietorship,2827 SPRUILL AVE,NORTH CHARLESTON,SC,29405-8050,JUANITA SANDERS,N,Y,10,594970.596,3636968.112
12743,SPRENGER HEALTHCARE OF BLUFFTON ASSISTED LIVING,60 OKATIE DR,OKATIE,SC,29909,843-548-2500,"GRIFFING, TERESA PH#: 843-781-7701",DGREEN1@SPRENGERHEALTHCARE.COM,,CRC-2042 / 03/31/2026,Beaufort / Corporation,60 OKATIE DR,OKATIE,SC,29909,SPRENGER HEALTHCARE OF BLUFFTON INC,N,N,58,508382.514,3575346.674
12756,WATERCREST MYRTLE BEACH ASSISTED LIVING AND MEMORY CARE,6151 COLLINE VERDI WAY,MYRTLE BEACH,SC,29572,843-331-4479,"HOLTZCLAW, CHARLES PH#: 843-331-4479",ED-WMYR@WATERCRESTSENIORLIVING.COM,,CRC-2079 / 03/31/2026,Horry / Limited Liability,,,,,WATERCREST GRANDE DUNES OPCO LLC,Y,Y,122,704304.913,3738569.799
12774,ENGLISH MEADOWS CAMDEN CAMPUS,209 BROAD ST,CAMDEN,SC,29020,803-272-4445,"ROMANDINE, TERRY PH#: 803-272-4445",ED@CAMDEN.CARE,,CRC-2122 / 02/28/2026,Kershaw / Limited Liability,,,,,WATEREE RIVER AL LLC,Y,Y,60,536311.705,3787934.151
12775,OAKS AT CHANTICLEER,355 BERKMANS LN,GREENVILLE,SC,29605-5606,864-467-0031,"GROTE, EMILY PH#: 864-467-0031",EGROTE@BSTFAMILY.COM,,CRC-2125 / 01/31/2026,Greenville / Limited Liability,,,,,SNH SC TENANT LLC,Y,Y,60,370806.695,3853203.904
12776,LEGACY OF LEXINGTON,218 OLD CHAPIN RD,LEXINGTON,SC,29072,843-857-0159,"DEVAUGHN, TRACY PH#: 843-292-0012",JULIA.STEINGASS@NAVIONSL.COM,TDEVAUGHN@5SSL.COM,CRC-2126 / 01/31/2026,Lexington / Limited Liability,,,,,SNH SC TENANT LLC,N,N,49,477176.872,3761441.5
12778,LEGACY OF HARTSVILLE,1901 W CAROLINA AVE,HARTSVILLE,SC,29550,843-857-0159,"TURNER, LORI K. PH#: 843-857-0159",LORI.TURNER@NAVIONSL.COM,,CRC-2128 / 01/31/2026,Darlington / Limited Liability,,,,,SNH SC TENANT LLC,Y,Y,54,580551.766,3802963.914
12779,LEGACY OF ORANGEBURG,2306 RIVERBANK DR,ORANGEBURG,SC,29118-4046,803-539-2911,"JOY CURCIO, MARLANA PH#: 803-539-2911",MARLANA.CURCIO@NAVIONSL.COM,,CRC-2129 / 01/31/2026,Orangeburg / Limited Liability,,,,,SNH SC TENANT LLC,N,N,49,509685.834,3708045.013
12780,OAKS AT SALEM ROAD,109 OLD SALEM RD,BEAUFORT,SC,29902-5113,843-982-0220,"SIEGNER, TAMATHE J. PH#: 843-982-0220",TAMMY.SIEGNER@OSLCARES.COM,TSIEGNER@5SSL.COM,CRC-2130 / 01/31/2026,Beaufort / Limited Liability,,,,,SNH SC TENANT LLC,N,N,49,526942.632,3587726.176
12782,MORNINGSIDE OF ANDERSON,1304 MCLEES RD,ANDERSON,SC,29621-3345,864-964-9088,"MOORE, KATHERINE PH#: 864-964-9088",KMOORE@5SSL.COM,,CRC-2132 / 01/31/2027,Anderson / Limited Liability,,,,,SNH SC TENANT LLC,N,Y,88,350360.7,3821684.908
12784,LEGACY OF CAMDEN,715 KERSHAW HWY,CAMDEN,SC,29020-1634,803-713-8668,"GAUSE, HOLLY PH#: 803-713-8668",HOLLY.GAUSE@NAVIONSL.COM,,CRC-2133 / 01/31/2026,Kershaw / Limited Liability,,,,,SNH SC TENANT LLC,N,N,49,535756.515,3794546.791
12785,PIEDMONT PATHWAYS COMMUNITY RESIDENTIAL CARE FACILITY,5640 LOWER RICHLAND BLVD,HOPKINS,SC,29061-9525,803-783-2273,"SCOTT, GWENDOLYN PH#: 803-783-2273",GWENDOLYN.SCOTT@SCDMH.ORG,GWENDOLYN.SCOTT@SCDMH.ORG,CRC-2134 / 06/30/2026,Richland / State,,,,,SC DEPARTMENT OF MENTAL HEALTH,N,N,15,511536.938,3753171.771
12790,INDIGO AT CAROLINA FOREST,176 VILLAGE CENTER BLVD,MYRTLE BEACH,SC,29579,843-897-6627,"HUDSON, FRED RANDALL PH#: ",RANDY.HUDSON@INDIGOCAROLINAFOREST.COM,,CRC-2135 / 09/30/2026,Horry / Limited Liability,,,,,BFG COMPASS CAROLINA FOREST PROPCO LLC,Y,Y,85,698179.249,3736889.59
12793,GOOD DEEDS RESIDENTIAL II,28 S MAGNOLIA ST,SUMTER,SC,29150-5243,803-778-2780,"GLOVER, CORETTA PH#: 803-316-2168",GLOVER2180@GMAIL.COM,GLOVER2180@GMAIL.COM,CRC-2139 / 01/31/2026,Sumter / Limited Liability,,,,,GOOD DEEDS RESIDENTIAL CARE FACILITY LLC,N,N,12,561210.468,3753286.059
12794,GOOD DEEDS RESIDENTIAL I,23 KENDRICK ST,SUMTER,SC,29150-5224,803-778-2780,"GLOVER, CORETTA PH#: 803-316-2168",GLOVER2180@GMAIL.COM,GLOVER2180@GMAIL.COM,CRC-2140 / 01/31/2026,Sumter / Limited Liability,,,,,GOOD DEEDS RESIDENTIAL CARE FACILITY LLC,N,N,21,561164.474,3753305.908
12801,BROOKDALE CONWAY,872 SINGLETON RIDGE RD,CONWAY,SC,29526-9166,843-347-3050,"SAMUEL, TAMIKA MONIQUE PH#: 843-347-3050",TAMIKAM.SAMUEL@BROOKDALE.COM,,CRC-2143 / 01/31/2026,Horry / Limited Liability,,,,,BKD CONWAY SC LLC,N,N,52,683530.415,3739279.009
12805,RESTORATION AT SIMPSONVILLE,125 KUFNER CT,SIMPSONVILLE,SC,29680,864-228-5090,"MIMS, LYNN PH#: 864-984-9844",LMIMS@MYVITALITYLIVING.COM,LMIMS@PRUITTHEALTH.COM,CRC-2144 / 02/28/2026,Greenville / Limited Liability,,,,,RESTORATION AT SIMPSONVILLE LLC,N,N,93,383247.841,3844836.445
12808,RESIDENCES AT GREER,715 S BUNCOMBE RD,GREER,SC,29650-2208,864-469-0409,"HICKS, KYLE L. PH#: 864-882-0783",KHICKS@THERESIDENCESOFSC.COM,KHICKS@MSA-CORP.COM,CRC-2146 / 11/30/2026,Greenville / Limited Liability,,,,,PHOENIX AT GREER LLC,Y,Y,110,386569.154,3865458.053
12809,LAVENDER HILLS FORT MILL CAMPUS,1061 GOLD HILL RD,FORT MILL,SC,29708,803-548-3825,"MCALHANY, MAXINE J. PH#: 843-957-6593",ED@FORTMILL.CARE,SOUTHISLAND2003@GMAIL.COM,CRC-2147 / 10/31/2026,York / Limited Liability,,,,,PEARL AT FORT MILL LLC,Y,Y,54,502739.202,3879831.262
12814,BROOKSTONE TERRACE OF WOODRUFF LLC,80 MEDICAL CENTER DR,WOODRUFF,SC,29388-8781,864-476-9100,"SHANK, AMIE PH#: 864-804-8103",AMIE@BSTFAMILY.COM,ADMINISTRATOR.GREER@ELITEHOMECARESC.COM,CRC-2151 / 04/30/2026,Spartanburg / Limited Liability,,,,,BROOKSTONE TERRACE OF WOODRUFF LLC,N,N,60,406344.164,3845463.052
12819,MAGNOLIAS OF WALTERBORO,210 ACADEMY RD,WALTERBORO,SC,29488-9208,843-538-8181,"SMITH, KENDALL PH#: ",KENDALL@MAGNOLIASOFWALTERBORO.COM,,CRC-2153 / 04/30/2026,Colleton / Limited Liability,,,,,MAGNOLIAS OF WALTERBORO LLC,N,N,44,531688.215,3644332.572
12839,RUBY DONALD RESIDENTIAL CARE,2 RUBY DONALD PL,GREENVILLE,SC,29617,864-203-7159,"MILLER, JACKIE PH#: 864-203-7159",0911BEAUTYJ@GMAIL.COM,,CRC-2156 / 01/31/2027,Greenville / Limited Liability,,,,,RUBY DONALD RESIDENTIAL CARE LLC,N,N,88,366673.226,3864354.916
12873,ENGLISH MEADOWS - INDIAN LAND CAMPUS,2210 BELLE ST,INDIAN LAND,SC,29707,803-962-7141,"PICARD, JACKI PH#: 803-684-0183",JACKIPICARD@GMAIL.COM,,CRC-2162 / 06/30/2026,Lancaster / Limited Liability,,,,,RETREAT AT INDIAN LAND LLC,Y,Y,70,513798.184,3867975.97
12902,MILLER PLACE RESIDENTIAL CARE,140 COX ST,SPARTANBURG,SC,29306-4807,864-573-7008,"MILLER, JACKIE PH#: 864-494-8693",0911BEAUTYJ@GMAIL.COM,,CRC-2166 / 02/28/2026,Spartanburg / Partnership,,,,,FRANK HENDERSON & EDWARD HARRISON,N,N,19,415043.992,3864341.079
12909,LEMONAIDE HOUSE,1018 CRYSTAL CLEAR LN,HOPKINS,SC,29061-8237,803-467-8399,"ETHERIDGE, LULA B. PH#: 803-467-8399",LETHERIDGE947@GMAIL.COM,,CRC-2170 / 10/31/2026,Richland / Limited Liability,,,,,LEMONAIDE HOUSE LLC,N,N,15,516290.034,3758808.872
12923,MILL CREEK MANOR,651 POLO RD,COLUMBIA,SC,29223-2905,803-790-9800,"JENKINS, ALESHIA PH#: 854-400-6644",YVETTE.PEARSON@MAINSTAYSENIORLIVING.COM,,CRC-2174 / 10/31/2026,Richland / Limited Liability,,,,,MAINSTAY HEALTHCARE MILL CREEK LLC,Y,Y,59,509967.665,3772426.205
12924,RESTING PLACE 2,207 E SHOCKLEY FERRY RD,ANDERSON,SC,29624-3731,864-437-8327,"WINN, BARBARA W. PH#: 864-583-8818",0911BEAUTYJ@GMAIL.COM,,CRC-2176 / 10/31/2026,Anderson / Limited Liability,,,,,RESTING PLACE 2 LLC,N,N,10,349027.628,3816751.087
12945,UNIQUE CARE ASSISTED LIVING FACILITY,17 EDWARD ST,SUMTER,SC,29150,803-316-2114,"MOORE, HARRIETT PH#: 803-847-4537",PATWALTERS166@GMAIL.COM,HMOORE.REFLECTIONSHCS@GMAIL.COM,CRC-2181 / 10/31/2026,Sumter / Limited Liability,,,,,UNIQUE CARE ASSISTED LIVING FACILITY LLC,N,Y,15,559804.277,3753391.458
12966,MYRTLE BEACH MANOR RETIREMENT COMMUNITY,9547 HWY 17 N,MYRTLE BEACH,SC,29572-0000,843-449-5283,"SCHMEIZL, ELIZABETH PH#: 843-449-5283",BETH.SCHMEIZL@PHOENIXSRLIVING.COM,,CRC-2123 / 01/31/2026,Horry / Limited Liability,,,,,SNH SC TENANT LLC,Y,Y,111,704304.913,3738569.799
12969,CARE WITH LOVE II,2109 COMMANDER RD,NORTH CHARLESTON,SC,29405-7704,843-718-3034,"FEILDS, HATTIE PH#: 843-425-4422",SHEILAPNELSON@GMAIL.COM,,CRC-2163 / 01/31/2026,Charleston / Sole Proprietorship,,,,,SHEILA NELSON,N,N,5,595581.361,3635711.32
12978,ABOVE THE REST RESIDENTIAL CARE,2385 PAMPLICO HWY,FLORENCE,SC,29505,843-407-7809,"MINGUS, KATHY L. PH#: 843-260-0864",ATRFACILITY@YAHOO.COM,KATHY.MINGUS@YAHOO.COM,CRC-2187 / 10/31/2026,Florence / Limited Liability,,,,,ABOVE THE REST RESIDENTIAL CARE FACILITY LLC,N,N,44,617393.24,3778823.82
13015,TERRABELLA SPARTANBURG,104 DILLON DR,SPARTANBURG,SC,29307-1018,864-948-9300,"KENNEDY, SHERRY SUE PH#: ",SKENNEDY@TERRABELLASENIORLIVING.COM,,CRC-2193 / 05/31/2026,Spartanburg / Limited Liability,,,,,SPARTANBURG AL/MC LLC,Y,N,55,418508.735,3871279.146
13029,PLACE AT SHADOW OAKS,108 GREGG AVE,AIKEN,SC,29801-6816,803-643-0300,"BURTON, CARMELLA W. PH#: 803-643-0300",CARMELLABURTON@SHADOW-OAKS.COM,,CRC-2175 / 01/31/2026,Aiken / Limited Liability,,,,,PLACE AT SHADOW OAKS LLC,Y,Y,56,429567.004,3714293.444
13060,WILLIAMS COMMUNITY CARE HOME,7705 RICHARD ST,COLUMBIA,SC,29209-3733,803-783-1223,"WILLIAMS, CHARLES A. PH#: 803-783-1223",CHAZWILLIAMSSR@GMAIL.COM,CHAZWILLIAMSSR@GMAIL.COM,CRC-2205 / 04/30/2026,Richland / Limited Liability,,,,,WILLIAMS COMMUNITY CARE HOME LLC,N,N,9,504507.07,3756590.433
13061,PINES AT HILTON HEAD,35 BEACH CITY RD,HILTON HEAD ISLAND,SC,29926-4725,843-342-5599,"CAMPER-DILLITTLE, LAURA PH#: 843-342-5599",LAURA@PINESBLUFFTON.COM,,CRC-2206 / 05/31/2026,Beaufort / Limited Liability,,,,,PINES-HILTON HEAD LLC,Y,Y,72,527119.362,3564959.554
13064,J J RESIDENTIAL CARE,748 GREEN ST,ORANGEBURG,SC,29115-4805,803-539-2604,"LEVINS, DEBORAH PH#: 803-539-2604",DEVORE.HOLDINGSLLC@GMAIL.COM,,CRC-2210 / 06/30/2026,Orangeburg / Sole Proprietorship,,,,,W DEVORE IRICK,N,N,10,512237.914,3706396.384
13081,PINES AT COLUMBIA,190 MCSWAIN DR,WEST COLUMBIA,SC,29169-4825,803-936-0062,"SHULL, BRIAN D. PH#: 803-936-0062",BRIAN@PINESCOLUMBIA.COM,BSHULL@BROOKDALE.COM,CRC-2213 / 06/30/2026,Lexington / Limited Liability,,,,,PINES-COLUMBIA LLC,N,N,90,489888.328,3763271.994
13092,MYRTLE BEACH GROVE SENIOR LIVING,3620 HAPPY WOODS CT,MYRTLE BEACH,SC,29588-2925,843-293-8888,"WILLIAMS, RAQUEL PH#: 843-293-0078",MYRTLEBEACHGROVE-ADM@SINCERISL.COM,,CRC-2215 / 09/30/2026,Horry / Limited Liability,,,,,SH1 HAPPY WOODS OPCO LLC,Y,Y,142,688087.174,3727411.614
13093,SUMTER GROVE SENIOR LIVING,2500 LIN-DO CT,SUMTER,SC,29150-1832,803-469-4490,"BEAN, MELISSIA PH#: 803-469-4490",MELISSA.BEAN@SUMTERGROVESENIORLIVING.COM,,CRC-2216 / 09/30/2026,Sumter / ,,,,,SH1 LINDO OPCO LLC,N,N,55,555625.819,3757153.446
13094,LANCASTER GROVE SENIOR LIVING,1004 HARDIN ST,LANCASTER,SC,29720-1609,803-801-1288,"MCCLURKIN, JOYCE PH#: 803-801-1288",LANCASTERGROVE-ADM@SINCERISL.COM,,CRC-2218 / 09/30/2026,Lancaster / ,,,,,SH1 HARDIN OPCO LLC,Y,Y,65,519508.432,3844705.241
13097,FAIRFOREST GROVE SENIOR LIVING,120 FAIRFOREST RD,COLUMBIA,SC,29212-2308,803-781-2243,"BYRD, APRIL PH#: 803-615-5735",APRIL.BYRD@FAIRFORESTGROVESENIORLIVING.C,APRIL.BYRD@FAIRFORESTGROVESENIORLIVING.C,CRC-2220 / 09/30/2026,Richland / Limited Liability,,,,,SH1 FAIRFOREST OPCO LLC,N,Y,66,486468.315,3770775.816
13098,SILVER BLUFF GROVE SENIOR LIVING,1385 SILVER BLUFF RD,AIKEN,SC,29803-8860,803-619-0045,"LARKE, ANGELA PH#: 803-619-0045",SILVERBLUFFGROVE-ADM@SINCERISL.COM,,CRC-2221 / 09/30/2026,Aiken / Limited Liability,,,,,SH1 SILVER BLUFF OPCO LLC,Y,Y,110,431263.523,3707564.824
13100,KEMPTON OF CHARLESTON,194 SPRING ST,CHARLESTON,SC,29403,854-500-7778,"CARR, JOE PH#: 854-500-7778",JOCARR@LIBERTYSENIORLIVING.COM,,CRC-2222 / 03/31/2026,Charleston / Limited Liability,,,,,SPRING STREET SENIOR HOUSING OPCO LLC,Y,Y,89,598123.331,3628287.685
13110,THORNE RETIREMENT HOME,702 W 3RD AVE,LAKE VIEW,SC,29563,843-759-9099,"SANDERSON, JAMES N. PH#: 843-759-9099",JAMESNEILSANDERSON@GMAIL.COM,JAMES@LAKEFIELDPROP.COM,CRC-2223 / 08/31/2026,Dillon / Limited Liability,,,,,JAGW LLC,N,N,76,668009.406,3801810.82
13133,PEE DEE GARDENS,3117 W PALMETTO ST,FLORENCE,SC,29501,843-667-6699,"COOKE-EVANS, TONI E. PH#: 843-667-6699",DIRECTOR@FLORENCESENIORS.COM,TCOOKE-EVANS@DEPAUL.ORG,CRC-2224 / 11/30/2026,Florence / Limited Liability,,,,,FLORENCE OPCO LLC,N,Y,80,606712.622,3781738.7
13134,BLAKE AT CARNES CROSSROADS,4015 2ND AVE,SUMMERVILLE,SC,29486,843-376-3996,"DRINKARD, CHRISTY PH#: 843-524-8911",CHRISTY.DRINKARD@QSLMSENIORLIVING.COM,,CRC-2226 / 09/30/2026,Berkeley / Limited Liability,,,,,WT TENANT OPCO LLC,Y,Y,114,584030.161,3658301.374
13149,MAGNOLIAS OF EUTAWVILLE,12488 OLD NUMBER SIX HWY,EUTAWVILLE,SC,29048,803-492-3134,"LOCKWOOD, SCOTT PH#: 803-492-3134",SCOTT@MAGNOLIASOFSANTEE.COM,,CRC-2229 / 11/30/2026,Orangeburg / Limited Liability,,,,,MAGNOLIAS OF EUTAWVILLE LLC,N,N,53,563229.051,3696038.293
13166,L AND C RESIDENTIAL CARE,1312 W EVANS ST,FLORENCE,SC,29501-3324,843-667-6636,"GOLDEN, IDA M. PH#: 843-669-9958",LHTIMMONSSR@ICLOUD.COM,,CRC-2232 / 08/31/2026,Florence / Sole Proprietorship,,,,,LARRY H TIMMONS,N,N,9,611425.102,3784533.091
13168,LANDINGS OF GEORGETOWN,2563 N FRASER ST,GEORGETOWN,SC,29440,843-932-9040,"BRYANT, COLBY PH#: 843-345-3169",DIRECTOR@GEORGETOWNSENIORLIVING.COM,,CRC-2233 / 08/31/2026,Georgetown / Limited Liability,,,,,GEORGETOWN OPCO LLC,N,N,68,659336.34,3698195.071
13174,TERRABELLA SUMMERVILLE,335 MIDLAND PKWY,SUMMERVILLE,SC,29485-8138,843-821-4122, PH#: ,CANICHOLS@TERRABELLASENIORLIVING.COM,,CRC-2235 / 12/31/2026,Dorchester / Limited Liability,,,,,SUMMERVILLE OPCO LLC,N,N,60,579006.434,3647644.547
13176,TERRABELLA SUMMIT,414 SUMMIT DR,GREENVILLE,SC,29609-4821,864-271-7562,"URBANIC, JOHN AUSTIN PH#: 864-359-9477",JURBANIC@TERRABELLASENIORLIVING.COM,,CRC-2236 / 12/31/2026,Greenville / Limited Liability,,,,,GREENVILLE I OPCO LLC,Y,Y,65,373594.142,3859967.14
13179,TERRABELLA MARCHBANKS,2203 MARCHBANKS AVE,ANDERSON,SC,29621-2247,864-231-7786,"DEATON, JOELY PH#: 864-244-9994",JDEATON@TERRABELLAMARCHBANKS.COM,JDEATON@BROOKDALE.COM,CRC-2237 / 12/31/2026,Anderson / Limited Liability,,,,,ANDERSON OPCO LLC,N,N,60,350434.288,3821803.385
